,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,D9,51196.0,72546.0,44,0.7057039671380917
1,D10,174220.0,198436.0,45,0.8779656917091657
2,D11,135194.0,150161.0,46,0.9003269823722537
3,D12,58577.0,73831.0,47,0.7933930191924802
4,E1,153671.0,178610.0,48,0.8603717596999049
5,E2,293037.0,377911.0,49,0.7754127294521727
6,E3,154838.0,180422.0,50,0.8581991109731629
7,E4,186782.0,241263.0,51,0.7741841890385182
8,E5,290466.0,335025.0,52,0.8669979852249832
9,E6,142047.0,158330.0,53,0.8971578349017874
10,E7,147780.0,173220.0,54,0.8531347419466574
11,E8,153595.0,173455.0,55,0.885503444697472
12,E9,207065.0,234324.0,56,0.883669619842611
13,E10,222355.0,256330.0,57,0.8674560137322982
