,well_position,turbidity_600,wellplate_index
0,G1,2.1986,72
1,G2,2.041,73
2,G3,0.399,74
3,G4,0.2374,75
4,G5,0.1944,76
5,G6,0.482,77
6,G7,0.7898,78
7,G8,0.1192,79
8,G9,0.0631,80
9,G10,0.0446,81
10,G11,0.0547,82
11,G12,0.502,83
12,H1,0.039,84
13,H2,0.1237,85
