,well_position,turbidity_600,wellplate_index
0,H1,0.2632,84
1,H2,0.4888,85
2,H3,0.3229,86
3,H4,0.0452,87
4,H5,0.8867,88
5,H6,0.1302,89
6,H7,0.0398,90
7,H8,0.144,91
8,H9,0.044,92
9,H10,0.9532,93
10,H11,1.774,94
11,H12,0.0431,95
