,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,A1,57712.0,81876.0,0,0.7048707802042112
1,A2,60565.0,69811.0,1,0.8675566887739754
2,A3,119829.0,157462.0,2,0.761002654608731
3,A4,121512.0,132538.0,3,0.9168087642789238
4,A5,59408.0,85126.0,4,0.6978831379367056
5,A6,267303.0,346229.0,5,0.772041047976917
6,A7,129629.0,169663.0,6,0.7640381226313339
7,A8,147883.0,170024.0,7,0.8697772079235873
8,A9,176183.0,205843.0,8,0.8559096010065924
9,A10,173080.0,217277.0,9,0.796586845363292
10,A11,256908.0,328786.0,10,0.7813836355562584
11,A12,100026.0,120880.0,11,0.8274818001323627
12,B1,128581.0,140315.0,12,0.9163738730713038
13,B2,75185.0,88203.0,13,0.8524086482319195
