,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,H3,219896.0,251554.0,86,0.8741502818480327
1,H4,44943.0,63883.0,87,0.7035204984111579
2,H5,60783.0,74019.0,88,0.8211810481092693
3,H6,71679.0,99781.0,89,0.7183632154418176
4,H7,72007.0,105753.0,90,0.6808979414295575
5,H8,31495.0,43345.0,91,0.7266120659822356
6,H9,119191.0,166542.0,92,0.7156813296345667
7,H10,162100.0,198115.0,93,0.8182116447517855
8,H11,148454.0,164536.0,94,0.9022584723100112
9,H12,156378.0,188194.0,95,0.8309404125530038
