,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,B3,186894.0,209465.0,14,0.8922445277253956
1,B4,159197.0,179891.0,15,0.8849636724460923
2,B5,80652.0,112162.0,16,0.7190670637114174
3,B6,80719.0,114582.0,17,0.7044649246827599
4,B7,181840.0,219328.0,18,0.829077910709075
5,B8,41694.0,51260.0,19,0.8133827545844713
6,B9,114464.0,144132.0,20,0.7941609080565037
7,B10,50912.0,72852.0,21,0.6988414868500522
8,B11,215131.0,243781.0,22,0.8824764850419023
9,B12,177665.0,199771.0,23,0.8893432980762973
10,C1,280733.0,361319.0,24,0.7769671675167926
11,C2,260258.0,335290.0,25,0.7762176026723135
12,C3,86380.0,102710.0,26,0.8410086651737902
13,C4,240793.0,322877.0,27,0.745773158199562
