,well_position,turbidity_600,wellplate_index
0,D7,0.2209,42
1,D8,0.0502,43
2,D9,0.3857,44
3,D10,0.9846,45
4,D11,0.0638,46
5,D12,0.0573,47
6,E1,0.7655,48
7,E2,0.038,49
8,E3,0.0399,50
9,E4,0.1033,51
10,E5,0.039,52
11,E6,0.7376,53
12,E7,0.0894,54
13,E8,0.0809,55
