,well_position,turbidity_600,wellplate_index
0,A1,1.3644,0
1,A2,0.3724,1
2,A3,0.2737,2
3,A4,0.166,3
4,A5,1.837,4
5,A6,0.0378,5
6,A7,0.6895,6
7,A8,0.113,7
8,A9,0.0379,8
9,A10,0.0472,9
10,A11,0.0387,10
11,A12,0.1711,11
12,B1,0.0387,12
13,B2,0.4275,13
