,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,F11,33959.0,46827.0,70,0.7252012727699831
1,F12,267836.0,341162.0,71,0.785069849514307
2,G1,33743.0,42177.0,72,0.8000331934466652
3,G2,156900.0,185022.0,73,0.8480072640010378
4,G3,43980.0,60151.0,74,0.73115991421589
5,G4,111396.0,144021.0,75,0.7734705355468994
6,G5,107715.0,124834.0,76,0.8628658858964705
7,G6,230377.0,280276.0,77,0.821964777576389
8,G7,65474.0,78685.0,78,0.832102687932897
9,G8,52288.0,64251.0,79,0.8138083453954024
10,G9,243462.0,312996.0,80,0.7778438063106238
11,G10,83397.0,117131.0,81,0.7119976778137299
12,G11,159440.0,179716.0,82,0.887177546796056
13,G12,82213.0,114933.0,83,0.7153123993979101
