wellplate_index,well_type,control_type,surf_A,surf_B,surf_A_conc_mm,surf_B_conc_mm,substock_A_name,substock_A_conc_mm,surf_A_volume_ul,substock_B_name,substock_B_conc_mm,surf_B_volume_ul,water_volume_ul,buffer_volume_ul,buffer_used,pyrene_volume_ul,replicate
33,experiment,experiment,SDS,TTAB,8.590990897511762,1.2524625257047484,SDS_stock,50.0,34.36396359004705,TTAB_dilution_0,5.0,50.098501028189936,115.537535381763,0.0,,5,1
34,experiment,experiment,SDS,TTAB,8.590990897511762,2.2317641446767182,SDS_stock,50.0,34.36396359004705,TTAB_dilution_0,5.0,89.27056578706873,76.36547062288422,0.0,,5,1
35,experiment,experiment,SDS,TTAB,8.590990897511762,3.976782614443472,SDS_stock,50.0,34.36396359004705,TTAB_stock,50.0,15.907130457773887,149.72890595217905,0.0,,5,1
36,experiment,experiment,SDS,TTAB,8.590990897511762,7.0862326560187245,SDS_stock,50.0,34.36396359004705,TTAB_stock,50.0,28.3449306240749,137.29110578587805,0.0,,5,1
37,experiment,experiment,SDS,TTAB,8.590990897511762,12.62696459013097,SDS_stock,50.0,34.36396359004705,TTAB_stock,50.0,50.50785836052389,115.12817804942907,0.0,,5,1
38,experiment,experiment,SDS,TTAB,8.590990897511762,22.5,SDS_stock,50.0,34.36396359004705,TTAB_stock,50.0,90.0,75.63603640995295,0.0,,5,1
39,experiment,experiment,SDS,TTAB,10.415283858686644,0.2213676087762045,SDS_stock,50.0,41.661135434746576,TTAB_dilution_1,0.7000000000000001,63.247888221772705,95.09097634348072,0.0,,5,1
40,experiment,experiment,SDS,TTAB,10.415283858686644,0.39445514889283,SDS_stock,50.0,41.661135434746576,TTAB_dilution_0,5.0,15.7782059557132,142.5606586095402,0.0,,5,1
41,experiment,experiment,SDS,TTAB,10.415283858686644,0.7028799983351045,SDS_stock,50.0,41.661135434746576,TTAB_dilution_0,5.0,28.11519993340418,130.22366463184926,0.0,,5,1
42,experiment,experiment,SDS,TTAB,10.415283858686644,1.2524625257047484,SDS_stock,50.0,41.661135434746576,TTAB_dilution_0,5.0,50.098501028189936,108.24036353706349,0.0,,5,1
43,experiment,experiment,SDS,TTAB,10.415283858686644,2.2317641446767182,SDS_stock,50.0,41.661135434746576,TTAB_dilution_0,5.0,89.27056578706873,69.0682987781847,0.0,,5,1
44,experiment,experiment,SDS,TTAB,10.415283858686644,3.976782614443472,SDS_stock,50.0,41.661135434746576,TTAB_stock,50.0,15.907130457773887,142.43173410747954,0.0,,5,1
45,experiment,experiment,SDS,TTAB,10.415283858686644,7.0862326560187245,SDS_stock,50.0,41.661135434746576,TTAB_stock,50.0,28.3449306240749,129.9939339411785,0.0,,5,1
46,experiment,experiment,SDS,TTAB,10.415283858686644,12.62696459013097,SDS_stock,50.0,41.661135434746576,TTAB_stock,50.0,50.50785836052389,107.83100620472953,0.0,,5,1
47,experiment,experiment,SDS,TTAB,10.415283858686644,22.5,SDS_stock,50.0,41.661135434746576,TTAB_stock,50.0,90.0,68.33886456525343,0.0,,5,1
48,experiment,experiment,SDS,TTAB,12.62696459013097,0.2213676087762045,SDS_stock,50.0,50.50785836052389,TTAB_dilution_1,0.7000000000000001,63.247888221772705,86.2442534177034,0.0,,5,1
49,experiment,experiment,SDS,TTAB,12.62696459013097,0.39445514889283,SDS_stock,50.0,50.50785836052389,TTAB_dilution_0,5.0,15.7782059557132,133.7139356837629,0.0,,5,1
50,experiment,experiment,SDS,TTAB,12.62696459013097,0.7028799983351045,SDS_stock,50.0,50.50785836052389,TTAB_dilution_0,5.0,28.11519993340418,121.37694170607193,0.0,,5,1
51,experiment,experiment,SDS,TTAB,12.62696459013097,1.2524625257047484,SDS_stock,50.0,50.50785836052389,TTAB_dilution_0,5.0,50.098501028189936,99.39364061128617,0.0,,5,1
52,experiment,experiment,SDS,TTAB,12.62696459013097,2.2317641446767182,SDS_stock,50.0,50.50785836052389,TTAB_dilution_0,5.0,89.27056578706873,60.22157585240737,0.0,,5,1
53,experiment,experiment,SDS,TTAB,12.62696459013097,3.976782614443472,SDS_stock,50.0,50.50785836052389,TTAB_stock,50.0,15.907130457773887,133.5850111817022,0.0,,5,1
54,experiment,experiment,SDS,TTAB,12.62696459013097,7.0862326560187245,SDS_stock,50.0,50.50785836052389,TTAB_stock,50.0,28.3449306240749,121.14721101540121,0.0,,5,1
55,experiment,experiment,SDS,TTAB,12.62696459013097,12.62696459013097,SDS_stock,50.0,50.50785836052389,TTAB_stock,50.0,50.50785836052389,98.98428327895222,0.0,,5,1
56,experiment,experiment,SDS,TTAB,12.62696459013097,22.5,SDS_stock,50.0,50.50785836052389,TTAB_stock,50.0,90.0,59.4921416394761,0.0,,5,1
57,experiment,experiment,SDS,TTAB,15.308294706480188,0.2213676087762045,SDS_stock,50.0,61.23317882592075,TTAB_dilution_1,0.7000000000000001,63.247888221772705,75.51893295230654,0.0,,5,1
58,experiment,experiment,SDS,TTAB,15.308294706480188,0.39445514889283,SDS_stock,50.0,61.23317882592075,TTAB_dilution_0,5.0,15.7782059557132,122.98861521836605,0.0,,5,1
59,experiment,experiment,SDS,TTAB,15.308294706480188,0.7028799983351045,SDS_stock,50.0,61.23317882592075,TTAB_dilution_0,5.0,28.11519993340418,110.65162124067507,0.0,,5,1
60,experiment,experiment,SDS,TTAB,15.308294706480188,1.2524625257047484,SDS_stock,50.0,61.23317882592075,TTAB_dilution_0,5.0,50.098501028189936,88.66832014588931,0.0,,5,1
61,experiment,experiment,SDS,TTAB,15.308294706480188,2.2317641446767182,SDS_stock,50.0,61.23317882592075,TTAB_dilution_0,5.0,89.27056578706873,49.49625538701051,0.0,,5,1
62,experiment,experiment,SDS,TTAB,15.308294706480188,3.976782614443472,SDS_stock,50.0,61.23317882592075,TTAB_stock,50.0,15.907130457773887,122.85969071630537,0.0,,5,1
63,experiment,experiment,SDS,TTAB,15.308294706480188,7.0862326560187245,SDS_stock,50.0,61.23317882592075,TTAB_stock,50.0,28.3449306240749,110.42189055000435,0.0,,5,1
64,experiment,experiment,SDS,TTAB,15.308294706480188,12.62696459013097,SDS_stock,50.0,61.23317882592075,TTAB_stock,50.0,50.50785836052389,88.25896281355536,0.0,,5,1
65,experiment,experiment,SDS,TTAB,15.308294706480188,22.5,SDS_stock,50.0,61.23317882592075,TTAB_stock,50.0,90.0,48.76682117407924,0.0,,5,1
66,experiment,experiment,SDS,TTAB,18.559004038358424,0.2213676087762045,SDS_stock,50.0,74.2360161534337,TTAB_dilution_1,0.7000000000000001,63.247888221772705,62.51609562479359,0.0,,5,1
67,experiment,experiment,SDS,TTAB,18.559004038358424,0.39445514889283,SDS_stock,50.0,74.2360161534337,TTAB_dilution_0,5.0,15.7782059557132,109.9857778908531,0.0,,5,1
68,experiment,experiment,SDS,TTAB,18.559004038358424,0.7028799983351045,SDS_stock,50.0,74.2360161534337,TTAB_dilution_0,5.0,28.11519993340418,97.64878391316212,0.0,,5,1
69,experiment,experiment,SDS,TTAB,18.559004038358424,1.2524625257047484,SDS_stock,50.0,74.2360161534337,TTAB_dilution_0,5.0,50.098501028189936,75.66548281837638,0.0,,5,1
70,experiment,experiment,SDS,TTAB,18.559004038358424,2.2317641446767182,SDS_stock,50.0,74.2360161534337,TTAB_dilution_0,5.0,89.27056578706873,36.49341805949757,0.0,,5,1
71,experiment,experiment,SDS,TTAB,18.559004038358424,3.976782614443472,SDS_stock,50.0,74.2360161534337,TTAB_stock,50.0,15.907130457773887,109.85685338879242,0.0,,5,1
72,experiment,experiment,SDS,TTAB,18.559004038358424,7.0862326560187245,SDS_stock,50.0,74.2360161534337,TTAB_stock,50.0,28.3449306240749,97.4190532224914,0.0,,5,1
73,experiment,experiment,SDS,TTAB,18.559004038358424,12.62696459013097,SDS_stock,50.0,74.2360161534337,TTAB_stock,50.0,50.50785836052389,75.25612548604241,0.0,,5,1
74,experiment,experiment,SDS,TTAB,18.559004038358424,22.5,SDS_stock,50.0,74.2360161534337,TTAB_stock,50.0,90.0,35.763983846566305,0.0,,5,1
75,experiment,experiment,SDS,TTAB,22.5,0.2213676087762045,SDS_stock,50.0,90.0,TTAB_dilution_1,0.7000000000000001,63.247888221772705,46.75211177822729,0.0,,5,1
76,experiment,experiment,SDS,TTAB,22.5,0.39445514889283,SDS_stock,50.0,90.0,TTAB_dilution_0,5.0,15.7782059557132,94.2217940442868,0.0,,5,1
77,experiment,experiment,SDS,TTAB,22.5,0.7028799983351045,SDS_stock,50.0,90.0,TTAB_dilution_0,5.0,28.11519993340418,81.88480006659582,0.0,,5,1
78,experiment,experiment,SDS,TTAB,22.5,1.2524625257047484,SDS_stock,50.0,90.0,TTAB_dilution_0,5.0,50.098501028189936,59.90149897181007,0.0,,5,1
79,experiment,experiment,SDS,TTAB,22.5,2.2317641446767182,SDS_stock,50.0,90.0,TTAB_dilution_0,5.0,89.27056578706873,20.729434212931267,0.0,,5,1
80,experiment,experiment,SDS,TTAB,22.5,3.976782614443472,SDS_stock,50.0,90.0,TTAB_stock,50.0,15.907130457773887,94.09286954222611,0.0,,5,1
81,experiment,experiment,SDS,TTAB,22.5,7.0862326560187245,SDS_stock,50.0,90.0,TTAB_stock,50.0,28.3449306240749,81.6550693759251,0.0,,5,1
82,experiment,experiment,SDS,TTAB,22.5,12.62696459013097,SDS_stock,50.0,90.0,TTAB_stock,50.0,50.50785836052389,59.4921416394761,0.0,,5,1
83,experiment,experiment,SDS,TTAB,22.5,22.5,SDS_stock,50.0,90.0,TTAB_stock,50.0,90.0,20.0,0.0,,5,1
84,control,surfactant_A_stock,SDS,TTAB,50.0,,SDS_stock,50.0,200.0,,,0.0,0.0,0.0,,5,1
85,control,surfactant_B_stock,SDS,TTAB,,50.0,,,0.0,TTAB_stock,50.0,200.0,0.0,0.0,,5,1
86,control,water_blank,SDS,TTAB,,,,,0.0,,,0.0,200.0,0.0,,5,1
