,well_position,turbidity_600
0,A1,0.039
1,A2,0.0388
2,A3,0.0386
3,A4,0.0395
4,A5,0.0389
5,A6,0.0399
6,A7,0.0399
7,A8,0.038
8,A9,0.0379
9,A10,0.0379
10,A11,0.0387
11,A12,0.0398
12,B1,0.0392
13,B2,0.0386
14,B3,0.0392
15,B4,0.0432
16,B5,0.0386
17,B6,0.039
18,B7,0.0384
19,B8,0.0935
20,B9,0.0526
21,B10,0.0393
22,B11,0.0387
23,B12,0.0565
24,C1,0.4524
25,C2,0.1052
26,C3,0.0382
27,C4,0.0453
28,C5,0.1962
29,C6,1.5778
30,C7,1.5084
31,C8,0.0382
32,C9,0.0396
33,C10,1.3727
34,C11,2.9378
