,well_position,turbidity_600
0,A1,0.0393
1,A2,0.0387
2,A3,0.0386
3,A4,0.0394
4,A5,0.039
5,A6,0.0402
6,A7,0.0402
7,A8,0.0381
8,A9,0.038
9,A10,0.0379
10,A11,0.0387
11,A12,0.0403
12,B1,0.0391
13,B2,0.0384
14,B3,0.0387
15,B4,0.0431
16,B5,0.0384
17,B6,0.0389
18,B7,0.0384
19,B8,0.0857
20,B9,0.0486
21,B10,0.0393
22,B11,0.0386
23,B12,0.0525
24,C1,0.4248
25,C2,0.1062
26,C3,0.0384
27,C4,0.0447
28,C5,0.1902
29,C6,1.5895
30,C7,1.4763
31,C8,0.0381
32,C9,0.045
33,C10,1.5758
34,C11,2.9699
