,well_position,turbidity_600
0,A1,0.0388
1,A2,0.0425
2,A3,0.0386
3,A4,0.0387
4,A5,0.0388
5,A6,0.0396
6,A7,0.0402
7,A8,0.038
8,A9,0.0377
9,A10,0.0378
10,A11,0.0385
11,A12,0.0403
12,B1,0.0388
13,B2,0.0387
14,B3,0.0389
15,B4,0.0429
16,B5,0.0383
17,B6,0.0413
18,B7,0.0382
19,B8,0.0681
20,B9,0.0442
21,B10,0.0395
22,B11,0.0388
23,B12,0.0494
24,C1,0.2321
25,C2,0.0707
26,C3,0.0382
27,C4,0.0433
28,C5,0.1555
29,C6,0.8267
30,C7,0.9628
31,C8,0.038
32,C9,0.0679
33,C10,1.6423
34,C11,2.9458
