,well_position,turbidity_600
0,C8,0.0383
1,C9,0.1581
2,C10,0.0508
3,C11,0.0468
4,C12,0.0383
5,D1,0.0391
6,D2,0.0375
7,D3,0.0375
8,D4,0.0389
9,D5,0.0392
10,D6,0.0414
11,D7,0.0373
