,well_position,334_373,334_384
0,C8,224914.0,271849.0
1,C9,105580.0,121226.0
2,C10,168452.0,191041.0
3,C11,155267.0,175180.0
4,C12,183899.0,208299.0
5,D1,265014.0,308353.0
6,D2,289621.0,342421.0
7,D3,275402.0,317685.0
8,D4,258803.0,299389.0
9,D5,252195.0,292602.0
10,D6,260817.0,301663.0
11,D7,309698.0,359246.0
