,well_position,turbidity_600
0,F1,1.1564
1,F2,1.081
2,F3,0.0384
3,F4,0.3985
4,F5,0.038
5,F6,0.5399
6,F7,2.4929
7,F8,0.4125
8,F9,0.0388
9,F10,0.0382
10,F11,2.8356
11,F12,0.0384
