,well_position,334_373,334_384
0,F8,15357.0,18302.0
1,F9,70896.0,92119.0
2,F10,14468.0,17444.0
3,F11,40576.0,47586.0
4,F12,17856.0,21298.0
5,G1,166829.0,195631.0
6,G2,169724.0,198375.0
7,G3,24611.0,29823.0
8,G4,129567.0,144892.0
9,G5,19825.0,24060.0
10,G6,268203.0,338745.0
11,G7,140988.0,156108.0
