,well_position,turbidity_600
0,C1,0.3928
1,C2,0.3852
2,C3,1.2595
3,C4,0.2017
4,C5,0.3254
5,C6,0.4037
6,C7,0.0384
7,C8,0.038
8,C9,0.0383
9,C10,0.0379
10,C11,0.6
11,C12,0.2883
