,well_position,turbidity_600
0,D8,1.2744
1,D9,1.958
2,D10,0.2273
3,D11,0.2303
4,D12,0.0835
5,E1,0.0684
6,E2,0.038
7,E3,0.0397
8,E4,0.2797
9,E5,0.039
10,E6,0.0386
11,E7,0.038
