surf_A_conc_mm,surf_B_conc_mm,triangle_score,max_distance,second_largest_distance,triangle_area,triangle_vertices,rank
10.488649409995109,3.277494215271863,5.284936458209076,3.2883048320911956,2.7631497224128356,0.04299630010621913,"(157, 42, 48)",1
11.815463985846733,2.5219313948331727,2.9443053787868454,3.7757612382397103,3.2883048320911956,0.010121673966913538,"(54, 157, 48)",2
13.631016227365544,3.576664101334406,2.7318762042157965,2.7631497224128356,2.6164703044793,0.01627079904434515,"(69, 42, 157)",3
22.145476187173504,1.2497940350039718,2.720990189045026,3.7700721628825966,2.663937168491798,0.008670623174947135,"(23, 79, 22)",4
0.7283223228927866,5.1370701110261665,2.4060515616919926,1.4004376691184486,1.1640884047392752,0.04913353132470019,"(13, 142, 51)",5
4.7073801439874385,6.983402289843028,2.3906412701569435,2.3944940386036677,2.393499885582789,0.016591933236009857,"(55, 47, 127)",6
18.893398041868178,0.04310915698744435,2.3851712383079873,1.6485771042109378,1.4040705619805045,0.03484305979562067,"(95, 122, 21)",7
4.279512524890788,1.249794035003972,2.368034888890683,2.1310943565394274,1.5524319956224224,0.020552588266541265,"(43, 76, 73)",8
0.10574941940359915,3.7688976406537598,2.344533303263769,1.3261830356238378,1.0170552039206853,0.05202373904968259,"(100, 35, 8)",9
4.876486626869498,2.0090784995694504,2.3148419524793056,3.071314086715426,2.969408083493223,0.009455617865683042,"(77, 130, 27)",10
2.3778638841769553,1.5986361092548398,2.3025148428404076,1.6413716272484746,1.4798005817925848,0.032755687549800155,"(117, 50, 25)",11
0.4974892992657529,5.1370701110261665,2.2600919003023274,1.4004376691184486,0.9459961362016217,0.04335311587473546,"(13, 51, 104)",12
0.1744010441617767,0.38280277553679454,2.244103701691322,0.9595574017834171,0.48809286458405654,0.09104154333694452,"(103, 7, 30)",13
0.18291173340892553,4.452849727208503,2.242540150222602,1.0170552039206853,0.5461534874145041,0.08092581629950625,"(35, 100, 104)",14
