deviation,variability,time,aspirate_speed,dispense_speed,aspirate_wait_time,dispense_wait_time,retract_speed,pre_asp_air_vol,post_asp_air_vol,blowout_vol,volume,trial_index,strategy
32.46405884319924,0.20548046676582604,395.98169172937736,10,9,22.48070776462555,5.529413223266602,8.707314252853394,0.07656387686729432,0.03626673817634583,0.09827781915664674,0.01,0,SOBOL
33.13273152791851,1.8926759422106918,505.11778835168155,30,20,12.393135940656066,19.006759207695723,6.180459061637521,0.00910657523199916,0.07015586374327541,0.04915549391880632,0.01,1,SOBOL
23.102641257105688,0.6128258770283622,521.6226092847256,21,15,28.394931005313993,12.44194284081459,2.857728261500597,0.02780016027390957,0.021137000154703857,0.005674139223992825,0.01,2,SOBOL
24.105650284196475,0.4642796092391963,485.17150867402387,14,26,4.259606637060642,27.09417167119682,14.326068742200732,0.05800161259248853,0.08489191569387913,0.053429100010544066,0.01,3,SOBOL
31.12671347375476,0.0942809041579866,400.47271560848105,12,13,8.865606626495719,25.507228514179587,12.955780761316419,0.08964786045253277,0.009584618732333183,0.019973371271044017,0.01,4,SOBOL
52.1899030424593,1.7441967269274146,507.8510634122927,18,29,18.480767849832773,9.92737378925085,1.4810310155153275,0.021166110504418613,0.09678952721878886,0.07085026931017638,0.01,5,SOBOL
40.48813105983643,1.7931970208417054,334.3524652734345,26,6,0.7320817932486534,18.36072424426675,7.5372832622379065,0.03997252676635981,0.04463346553966403,0.07741775074973703,0.01,6,SOBOL
29.120695419591005,0.16996731712052462,401.82721030737457,7,22,24.394993605092168,2.07382139749825,10.070545684546232,0.0707101228646934,0.061347012594342235,0.025173463486135007,0.01,7,SOBOL
32.1297225008396,0.1885618083168106,191.83056452926053,6,17,3.127111690118909,9.12240631878376,4.613543218001723,0.051800356898456815,0.005488559231162072,0.018380295857787134,0.01,8,SOBOL
66.23202942159368,0.24944382578498112,671.0292077608749,25,25,23.992158360779285,22.591543151065707,8.890156205743551,0.03429424092173577,0.08799194870516658,0.06613219333812595,0.01,9,SOBOL
34.80441323972262,1.6990193249835102,191.1076841985809,20,10,10.220576841384172,1.0385697428137064,14.071327509358525,0.003003095742315054,0.03936676783487201,0.08519967235624791,0.01,10,SOBOL
57.20494817787759,2.828819934570012,435.54428813909595,14,18,15.133602982386947,15.675207730382681,4.353389084339142,0.08315568547695876,0.054507419839501386,0.03608038453385234,0.01,11,SOBOL
28.78635907722543,1.0230672835480024,609.6992048999564,16,8,27.99209486693144,21.957307923585176,2.1147363521158695,0.06480193203315139,0.029031942412257195,0.0905201922170818,0.01,12,SOBOL
67.23503844867852,0.44969125210870564,279.2858242363655,23,21,6.654637428000569,6.358196781948209,11.839938221499324,0.04636904727667571,0.06449701515957713,0.03827286474406719,0.01,13,SOBOL
25.442995653629072,0.20548046676582604,598.0145081659199,28,14,19.133543958887458,29.807055657729506,11.142286695539951,0.015160191152244807,0.012734624277800323,0.0072915124706923965,0.01,14,SOBOL
