aspirate_speed,dispense_speed,aspirate_wait_time,overaspirate_vol,volume_target,dispense_wait_time,post_retract_wait_time,volume_measured,time,average_deviation,variability
17,14,0,0.001866667,50.0,0.0,0.0,50.011111,16.75898383,0.688888889,1.000518129
17,14,0,0.004290775,100.0,0.0,0.0,100.833333,19.27221357,0.9,0.998325215
17,14,0,0.0018,250.0,0.0,0.0,249.722222,19.80977943,0.128888889,0.133703931
17,14,0,0.000805199,500.0,0.0,0.0,497.85,24.18655377,0.43,0.065857573
17,14,0,-0.007360147,1000.0,0.0,0.0,1003.786667,32.0988803,0.496,0.800385248
