aspirate_speed,dispense_speed,aspirate_wait_time,blowout_vol,post_asp_air_vol,pre_asp_air_vol,dispense_wait_time,asp_disp_cycles,overaspirate_vol,volume_target,post_retract_wait_time,retract_speed,volume_measured,volume_target_ul,time,average_deviation,variability,trials_count,status,measurement_count
9.0,8.0,0.0,0.0,0.0,0.0,1.5,0.0,0.002000674,50.0,0.0,5.0,50.22560203,50.0,12.87978474,0.603295311,0.580507404,3.0,success,7.0
9.0,8.0,0.0,0.0,0.0,0.0,1.5,0.0,0.002981787740219183,70.0,0.0,5.0,70.30164765800001,70.0,12.990835124,0.528263625,0.4099732724,3.0,success,7.0
9.0,8.0,0.0,0.0,0.0,0.0,1.5,0.0,0.000506168,100.0,0.0,5.0,100.4157161,100.0,13.1574107,0.415716096,0.154172075,3.0,success,7.0
9.0,8.0,0.0,0.0,0.0,0.0,1.5,0.0,-0.0037,180.0,0.0,5.0,179.5627376,180.0,13.83834784,0.26545557,0.208043517,17.0,success,77.0
9.0,8.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0035,200.0,0.0,5.0,206.400507,200.0,17.1124706,3.200253485,0.09709173,26.0,success,121.0
12.0,12.0,3.0,0.0,0.0,0.241,1.5,0.0,-0.019505495,500.0,0.0,5.0,503.2446134,500.0,22.29094666,0.648922687,0.436800149,3.0,success,7.0
12.0,12.0,3.0,0.0,0.0,0.241,1.5,0.0,0.0073,800.0,0.0,5.0,801.3603718,800.0,25.08846208,0.170046472,0.138654116,16.0,success,72.0
