aspirate_speed,dispense_speed,aspirate_wait_time,blowout_vol,post_asp_air_vol,pre_asp_air_vol,dispense_wait_time,asp_disp_cycles,overaspirate_vol,volume_target,post_retract_wait_time,retract_speed,volume_measured,volume_target_ul,time,average_deviation,variability,trials_count,status,measurement_count
14.0,13.0,11.6,0.012,0.0,0.131,3.0,0,0.0020134168,70.0,0.0,5.0,70.975919,70.0,29.802928,1.39417,0.309295,1,success,3
14.0,13.0,11.6,0.012,0.0,0.131,3.0,0,0.0011991823,100.0,0.0,5.0,99.002957,100.0,31.402767,0.997043,1.02458,1,success,3
14.0,13.0,11.6,0.012,0.0,0.131,3.0,0,0.0018195744,150.0,0.0,5.0,149.471905,150.0,31.269508,0.352063,0.297786,1,success,3
