volume_target,volume_measured,average_deviation,variability,time,aspirate_speed,dispense_speed,aspirate_wait_time,dispense_wait_time,retract_speed,blowout_vol,post_asp_air_vol,overaspirate_vol,volume_ml,volume_ul,status,accuracy_tolerance_met,precision_tolerance_met
50,50.36363636,0.727272727,0.636363636,15.10249591,8,9,0.00E+00,0,9.295640499,0.073259904,0.011341567,0.003772615,0.05,50,success,TRUE,TRUE
100,101.6060606,1.606060606,0.402348272,14.85924204,8,9,0.00E+00,0,9.295640499,0.073259904,0.011341567,0.006772615,0.1,100,success,,
10,9.909090909,1.636363636,2.727272727,22.14911098,11,12,1.477601104,4.251204752,12.95578076,0.179295721,0.009584619,0.001098535,0.01,10,success,,
25,24.61818182,2.109090909,1.959601058,22.59837708,11,12,1.477601104,4.251204752,12.95578076,0.179295721,0.009584619,0.001098535,0.025,25,success,,
5,5.036363636,3.636363636,6.317689531,20.65957813,11,12,1.477601104,4.251204752,12.95578076,0.094299824,0.009584619,0.000636198,0.005,5,partial_success,,
200,197.4727273,1.263636364,0.181818182,24.0570127,11,12,1.477601104,4.251204752,12.95578076,0.179295721,0.009584619,0.002996006,0.2,200,partial_success,,
500,499.8363636,0.112727273,0.123569806,28.00650034,11,12,1.477601104,4.251204752,12.95578076,0.179295721,0.009584619,0.011888633,0.5,500,success,,
800,802.1090909,0.263636364,0.069644988,29.76006279,11,12,1.477601104,4.251204752,12.95578076,0.179295721,0.009584619,0.020516111,0.8,800,success,,
