aspirate_speed,dispense_speed,aspirate_wait_time,blowout_vol,post_asp_air_vol,pre_asp_air_vol,dispense_wait_time,asp_disp_cycles,overaspirate_vol,volume_target,post_retract_wait_time,retract_speed,volume_measured,volume_target_ul,time,average_deviation,variability,trials_count,status,measurement_count
2,9,0,0,0,0.0,1.5,0,0.0017,5.0,0.0,5.0,5.081879,5,13.22120556,4.0,4.515790629,9,success,29
2,9,0,0,0,0.028,1.5,0,0.001335794,15.0,0.0,5.0,14.931544,15,13.99714246,1.082774049,1.259502894,3,success,7
2,9,0,0,0,0.028,1.5,0,0.0013,25.0,0.0,5.0,250.0,25,13.97187426,2.818791946,0.676654625,14,success,47
