aspirate_speed,dispense_speed,aspirate_wait_time,retract_speed,blowout_vol,post_asp_air_vol,pre_asp_air_vol,dispense_wait_time,asp_disp_cycles,overaspirate_vol,volume_target,post_retract_wait_time,volume_measured,volume_target_ul,time,average_deviation,variability,trials_count,status,measurement_count
5,12,2.1,5.0,0.0,0.0,0.101,1.5,0,0.0008630714845196,5.0,0.0,4.7685039370083,5.0,16.682736299932003,6.834645669284329,7.31190908183396,3,success,11
5,12,2.1,5.0,0.0,0.0,0.101,1.5,0,0.001382328825526,10.0,0.0,10.0251968503937,10.0,16.922828759951518,1.826771653545934,2.409596531104537,3,success,11
5,12,2.1,5.0,0.0,0.0,0.101,1.5,0,0.0023337579617833,25.0,0.0,25.0834645669292,25.0,17.042930060019717,1.2157480314974185,1.4779917630222066,3,success,11
5,12,2.1,5.0,0.0,0.0,0.101,1.5,0,0.0032,50.0,0.0,49.8740157480307,50.0,17.069295666646212,0.3779527559054825,0.3828340907154777,12,success,56
