aspirate_speed,dispense_speed,aspirate_wait_time,blowout_vol,post_asp_air_vol,pre_asp_air_vol,dispense_wait_time,asp_disp_cycles,overaspirate_vol,volume_target,post_retract_wait_time,retract_speed,volume_measured,volume_target_ul,time,average_deviation,variability,trials_count,status,measurement_count
25.0,15.0,23.1,0.131,0.0,0.088,3.0,0,0.0282679161,70.0,5.0,5.0,69.312169,70.0,61.403532,0.982615,1.341862,1,success,3
25.0,15.0,23.1,0.131,0.0,0.088,3.0,0,0.0434829504,100.0,5.0,5.0,101.190476,100.0,64.336431,1.190476,1.620704,1,success,3
25.0,15.0,23.1,0.131,0.0,0.088,3.0,0,0.0579719887,150.0,5.0,5.0,149.57672,150.0,68.270183,0.282187,0.981725,1,success,3
