experiment_id,dataset_source,deviation,time,aspirate_speed,dispense_speed,aspirate_wait_time,dispense_wait_time,retract_speed,blowout_vol,post_asp_air_vol,overaspirate_vol,volume,average_calculated_volume,variability,trial_index,strategy,liquid,time_reported,trial_type,trial_number
20251021_182300_water,large_set_Oct22,4.399999999998267,22.531839847564697,16,13,4.147954844022553,0.5180192468466784,15.0,0.0881994884374886,0.084772741895633,0.0068813657526681,0.05,0.0521999999999991,0.0,10,Bayesian,water,2025-10-21T18:31:15.672475,,
20251021_182300_water,large_set_Oct22,4.399999999998988,29.008378505706787,15,22,4.241304781237796,2.818372089317516,9.6319564017933,0.1111007736120054,0.0855743059267768,0.0021270623038,0.05,0.0478000000000005,0.0,11,Bayesian,water,2025-10-21T18:31:53.045823,,
20251021_182300_water,large_set_Oct22,4.400000000001819,31.49086594581604,17,19,3.878331408345562,8.662676405172622,14.999999999999998,0.0058984022385048,0.014405359900713,0.0069969113841127,0.05,0.0522000000000009,0.0,12,Bayesian,water,2025-10-21T18:32:33.666966,,
20251021_182300_water,large_set_Oct22,3.000000000001529,27.116867065429688,10,17,4.0149267423768,2.180907678864429,15.0,0.1483188729370687,0.0667682414910567,0.0061496664871076,0.05,0.0515000000000007,0.0,13,Bayesian,water,2025-10-21T18:33:09.262437,,
20251021_182300_water,large_set_Oct22,22.59999999999921,24.25611686706543,13,23,3.9791555902825584,1.909686795745012,15.0,0.0,0.0945335963099412,0.00494832770182,0.05,0.0387000000000004,0.0,14,Bayesian,water,2025-10-21T18:33:42.279234,,
20251021_182300_water,large_set_Oct22,5.399999999999489,30.78810834884644,23,20,2.8735214087885224,0.0,15.0,0.1357407236856743,0.088591075544223,0.0075,0.05,0.0526999999999997,0.0,15,Bayesian,water,2025-10-21T18:34:21.882725,,
20251021_182300_water,large_set_Oct22,5.000000000000421,24.06415700912476,14,10,4.034428118082869,4.535088767947987,15.0,0.1239519343509371,0.0935449821685036,0.0071342289097482,0.05,0.0525000000000002,0.0,16,Bayesian,water,2025-10-21T18:34:55.077063,,
20251021_182300_water,large_set_Oct22,2.799999999998443,24.336865425109863,12,18,3.6012936241913063,1.1520667487630551,5.446357764175364,0.1181008013856066,0.0776773858886412,0.0056856573675564,0.05,0.0513999999999992,0.0,17,Bayesian,water,2025-10-21T18:35:28.294502,,
20251021_182300_water,large_set_Oct22,6.000000000001643,21.72077250480652,11,10,2.03916630663095,2.544398243399275,14.999999999999998,0.1274136715815797,0.1,0.0075,0.05,0.0530000000000008,0.0,18,Bayesian,water,2025-10-21T18:35:58.686762,,
20251021_182300_water,large_set_Oct22,6.400000000000711,18.891764640808105,12,10,3.038122556847594,0.0,7.228923089536977,0.0437384862256717,0.0991841838966222,0.0075,0.05,0.0532000000000003,0.0,19,Bayesian,water,2025-10-21T18:36:27.656206,,
20251021_182300_water,large_set_Oct22,2.9999999999979767,20.4074547290802,12,10,3.481882001861208,1.3598729514209824e-16,10.389539605701067,0.1110239489561635,0.0788052046420694,0.0059313588896254,0.05,0.0514999999999989,0.0,20,Bayesian,water,2025-10-21T18:36:58.494204,,
20251021_182300_water,large_set_Oct22,0.8000000000002727,19.15614628791809,12,10,2.48788445125522,2.905859384208231e-15,15.0,0.1473216525286999,0.0906884258834432,0.0042584706887179,0.05,0.0497399999999998,0.0,21,Bayesian,water,2025-10-21T18:37:27.459629,,
20251021_182300_water,large_set_Oct22,4.800000000001608,18.57353377342224,12,10,2.48788445125522,2.905859384208231e-15,15.0,0.0535450935363769,0.0906884258834432,0.0017888725244779,0.025,0.0237999999999996,0.0,0,Bayesian,water,2025-10-21T18:39:18.241581,,
20251021_182300_water,large_set_Oct22,5.999999999994538,18.386974811553955,12,10,2.48788445125522,2.905859384208231e-15,15.0,0.1686879919841885,0.0906884258834432,0.0049044816240341,0.025,0.0264999999999986,0.0,1,Bayesian,water,2025-10-21T18:39:36.652892,,
20251021_182300_water,large_set_Oct22,9.19999999999846,19.778664350509644,12,10,2.48788445125522,2.905859384208231e-15,15.0,0.1299854913726449,0.0906884258834432,0.000630485940645,0.025,0.0227000000000003,0.0,2,Bayesian,water,2025-10-21T18:39:56.455738,,
20251021_182300_water,large_set_Oct22,1.1999999999957878,19.359217166900635,12,10,2.48788445125522,2.905859384208231e-15,15.0,0.0414174674078822,0.0906884258834432,0.0025086385828311,0.025,0.0244500000000007,0.0,3,Bayesian,water,2025-10-21T18:40:15.842601,,
20251021_182300_water,large_set_Oct22,10.79999999999473,17.578246593475342,12,10,2.48788445125522,2.905859384208231e-15,15.0,0.02358606941998,0.0906884258834432,0.0005875437083519,0.025,0.0223000000000013,0.0,4,Bayesian,water,2025-10-21T18:40:51.244939,,
20251021_182300_water,large_set_Oct22,2.4000000000000963,18.437052011489868,12,10,2.48788445125522,2.905859384208231e-15,15.0,0.1283567484660733,0.0906884258834432,0.0029532980578067,0.025,0.0247399999999998,0.0,5,Bayesian,water,2025-10-21T18:41:17.070503,,
20251021_182300_water,large_set_Oct22,3.599999999999076,20.38263201713562,12,10,2.48788445125522,2.905859384208231e-15,15.0,0.0535450935363769,0.0906884258834432,0.003222970866114,0.1,0.0964000000000009,0.0,0,Bayesian,water,2025-10-21T18:43:11.060112,,
20251021_182300_water,large_set_Oct22,1.8000000000007732,19.183104515075684,12,10,2.48788445125522,2.905859384208231e-15,15.0,0.1686879919841885,0.0906884258834432,0.0088362927885355,0.1,0.1019000000000004,0.0,1,Bayesian,water,2025-10-21T18:43:30.258735,,
20251021_182300_water,large_set_Oct22,5.200000000000676,20.98491096496582,12,10,2.48788445125522,2.905859384208231e-15,15.0,0.1299854913726449,0.0906884258834432,0.0011359321530115,0.1,0.0947999999999993,0.0,2,Bayesian,water,2025-10-21T18:44:10.451974,,
20251021_182300_water,large_set_Oct22,1.5999999999984085,18.57747292518616,12,10,2.48788445125522,2.905859384208231e-15,15.0,0.0414174674078822,0.0906884258834432,0.0045197569728642,0.1,0.0981000000000004,0.0,3,Bayesian,water,2025-10-21T18:44:29.055108,,
20251021_182300_water,large_set_Oct22,5.300000000000443,18.182604789733887,12,10,2.48788445125522,2.905859384208231e-15,15.0,0.02358606941998,0.0906884258834432,0.0010585641115705,0.1,0.0946999999999995,0.0,4,Bayesian,water,2025-10-21T18:45:06.245023,,
20251021_182300_water,large_set_Oct22,0.9999999999998066,18.4127163887024,12,10,2.48788445125522,2.905859384208231e-15,15.0,0.0560669853511215,0.0906884258834432,0.0061549057133038,0.1,0.0985599999999997,0.0,5,Bayesian,water,2025-10-21T18:45:31.860385,,
20251021_182300_water,large_set_Oct22,0.9000000000000397,19.85052299499512,12,10,2.48788445125522,2.905859384208231e-15,15.0,0.1999999999999999,0.0906884258834432,0.0056685494035974,0.1,0.0989800000000002,0.0,6,Bayesian,water,2025-10-21T18:47:14.259340,,
20251021_184854_water,large_set_Oct22,6.399999999997879,72.03229260444641,30,35,0.1976177841424942,6.400319337844849,14.446711301803589,0.0467179119586944,0.0717386484146118,0.0029403179275139,0.05,0.046800000000001,0.0,0,SOBOL,water,2025-10-21T18:50:06.252458,,
20251021_184854_water,large_set_Oct22,0.6000000000000172,29.386265516281128,21,21,6.1305570509284735,4.985283622518182,4.524043949320912,0.1699403474107385,0.0206765800714492,0.0044775157885756,0.05,0.0503,0.0,1,SOBOL,water,2025-10-21T18:50:35.648698,,
20251021_184854_water,large_set_Oct22,2.799999999998443,30.390668630599976,13,24,2.936479775235057,7.575591811910272,3.80730921216309,0.1010334808379411,0.0786493136547505,0.0057014859064691,0.05,0.0513999999999992,0.0,2,SOBOL,water,2025-10-21T18:51:06.062791,,
20251021_184854_water,large_set_Oct22,6.1999999999983455,24.189242601394653,24,12,8.235273249447346,1.1587205529212952,8.370020385831594,0.0774175325408578,0.0289545308798551,0.0009330689168287,0.05,0.0469000000000008,0.0,3,SOBOL,water,2025-10-21T18:51:30.262052,,
20251021_184854_water,large_set_Oct22,6.8000000000005,34.18267226219177,27,26,7.21609259955585,2.0029098261147738,11.454836562275888,0.0017989231273531,0.0919239948503673,0.0051396991021119,0.05,0.0465999999999997,0.0,4,SOBOL,water,2025-10-21T18:52:04.496432,,
20251021_184854_water,large_set_Oct22,9.799999999999892,24.055041313171387,14,12,8.25132295363024,2.364807964809498,6.774111504413264,0.1557330382379426,0.0985236432253702,0.00473556213259,0.05,0.0548999999999999,0.0,5,Bayesian,water,2025-10-21T18:53:35.470788,,
20251021_184854_water,large_set_Oct22,22.60000000000276,26.59029626846313,10,21,9.57096134558564,1.65380679233263,6.347586153757344,2.2220446564366864e-17,0.046729120859128,0.0035009531432029,0.05,0.0386999999999986,0.0,6,Bayesian,water,2025-10-21T18:54:09.846621,,
20251021_184854_water,large_set_Oct22,9.19999999999846,36.26189494132996,28,10,9.999999999999998,6.299311685714687,8.580813659485397,0.1873663405481066,0.0724703006502497,0.0038078002930929,0.05,0.0454000000000007,0.0,7,Bayesian,water,2025-10-21T18:54:54.094670,,
20251021_184854_water,large_set_Oct22,7.000000000000034,19.883116722106934,22,14,4.443230491202992,4.926921789971727e-17,5.827493058671057,0.1450683087059832,0.073488686851651,0.0044274492447778,0.05,0.0464999999999999,0.0,8,Bayesian,water,2025-10-21T18:55:22.858661,,
20251021_184854_water,large_set_Oct22,7.000000000000034,29.319750547409058,19,22,2.1919753475762755,6.125549797678605,1.0,0.1571950663822353,0.0436327221766828,0.0047402504580098,0.05,0.0464999999999999,0.0,9,Bayesian,water,2025-10-21T18:56:00.857763,,
20251021_184854_water,large_set_Oct22,4.799999999998056,13.899779081344604,10,15,2.103378515296153,0.0,4.896533661712102,0.0,0.1,0.0034021557414566,0.05,0.0476000000000009,0.0,10,Bayesian,water,2025-10-21T18:56:23.060266,,
20251021_184854_water,large_set_Oct22,8.400000000000324,16.163609743118286,10,15,3.231090893175744,0.0,15.0,0.1529701643071853,0.1,0.0,0.05,0.0457999999999998,0.0,11,Bayesian,water,2025-10-21T18:56:47.254353,,
20251021_184854_water,large_set_Oct22,2.399999999999375,33.352726221084595,18,21,5.635823356045143,9.999999999999998,4.249811068999129,0.1602106321411135,0.0340873668885371,0.0054969696564831,0.05,0.0511999999999996,0.0,12,Bayesian,water,2025-10-21T18:57:29.100804,,
20251021_184854_water,large_set_Oct22,3.200000000001064,15.429621458053589,10,14,2.9360412960895155,1.4675869295559982e-12,14.999999999945334,0.1701747414832423,0.0245813370620365,0.0056921560128014,0.05,0.0516000000000005,0.0,13,Bayesian,water,2025-10-21T18:57:55.059389,,
20251021_184854_water,large_set_Oct22,7.599999999998635,26.43862509727478,10,15,9.999999999914811,4.195547549210431e-11,1.0,0.1715423407980209,0.0244856098381405,0.0,0.05,0.0462000000000006,0.0,14,Bayesian,water,2025-10-21T18:58:30.864303,,
20251021_184854_water,large_set_Oct22,4.800000000000887,13.287451982498167,10,14,2.831653169460337e-14,8.361419617621422e-13,15.0,0.0324909390168723,0.0854796411852465,0.0062664184564184,0.05,0.0524000000000004,0.0,15,Bayesian,water,2025-10-21T18:58:53.270239,,
20251021_184854_water,large_set_Oct22,5.199999999997123,21.16509747505188,28,16,4.8436046448250405,6.201822239797494e-14,14.999999999999886,0.1580902922886164,0.0247754248260004,0.0062664184564184,0.05,0.0474000000000014,0.0,16,Bayesian,water,2025-10-21T18:59:23.883321,,
20251021_184854_water,large_set_Oct22,1.2000000000021716,31.549657106399536,10,21,2.649439572755991,9.999999999999154,1.8556312109807067,0.1707132160910457,0.0238319537369559,0.0047250555660761,0.05,0.050600000000001,0.0,17,Bayesian,water,2025-10-21T19:00:04.857958,,
20251021_184854_water,large_set_Oct22,2.999999999998698,15.924425840377808,10,14,4.03492800729559,0.0,15.0,0.0,0.1,0.0062664184564184,0.05,0.0483000000000005,0.0,18,Bayesian,water,2025-10-21T19:00:30.658161,,
20251021_184854_water,large_set_Oct22,2.399999999999375,34.24264717102051,10,22,7.661046659258682,10.0,5.619402519319231,0.1789129972015481,0.0177507497252853,0.0057678026762735,0.05,0.0511999999999996,0.0,19,Bayesian,water,2025-10-21T19:01:44.847996,,
20251021_184854_water,large_set_Oct22,3.799999999999665,15.950413703918455,10,14,1.9582575989260789,0.0,10.105149246224183,0.0558185463302487,0.0999999999999861,0.006266418456414,0.05,0.0518999999999998,0.0,20,Bayesian,water,2025-10-21T19:02:10.655136,,
20251021_184854_water,large_set_Oct22,0.2000000000009494,33.794920206069946,20,23,1.1532203407649726,9.999999999999998,1.0,0.1849072185546281,0.0247824778977538,0.0046024720997959,0.05,0.0501000000000004,0.0,21,Bayesian,water,2025-10-21T19:02:54.288866,,
20251021_184854_water,large_set_Oct22,2.59999999999963,14.970163583755491,10,14,1.860487505437662,0.0,15.0,0.0784202646231814,0.0857608099422826,0.0026886012446142,0.05,0.0486750000000001,0.0,22,Bayesian,water,2025-10-21T19:03:20.062238,,
20251021_184854_water,large_set_Oct22,0.1999999999973967,30.90159749984741,19,22,0.0,10.0,1.0,0.1433913782117548,0.0220498027064934,0.0046664355015845,0.05,0.0500999999999987,0.0,23,Bayesian,water,2025-10-21T19:04:43.255202,,
20251021_184854_water,large_set_Oct22,23.40000000000089,12.892719268798828,16,18,0.0,0.0,13.219964007405892,1.935687512153277e-16,0.0074420856361811,0.0049543670800187,0.05,0.0382999999999995,0.0,24,Bayesian,water,2025-10-21T19:05:08.489825,,
20251021_184854_water,large_set_Oct22,1.600000000001239,18.87983989715576,10,17,0.4813072300997912,2.2352907600622207,14.999999999999996,4.636896534194481e-17,0.1,0.0062664184564184,0.05,0.0510000000000001,0.0,25,Bayesian,water,2025-10-21T19:05:38.051250,,
20251021_184854_water,large_set_Oct22,6.400000000000711,18.00501537322998,10,17,0.4813072300997912,2.2352907600622207,14.999999999999996,0.1555173277854919,0.1,0.0049886312469802,0.025,0.0266000000000001,0.0,0,Bayesian,water,2025-10-21T19:07:28.295354,,
20251021_184854_water,large_set_Oct22,8.799999999999391,18.92791175842285,10,17,0.4813072300997912,2.2352907600622207,14.999999999999996,0.0606688315048813,0.1,0.0005302845889158,0.025,0.0228000000000001,0.0,1,Bayesian,water,2025-10-21T19:07:47.263408,,
20251021_184854_water,large_set_Oct22,0.79999999999672,17.372549295425415,10,17,0.4813072300997912,2.2352907600622207,14.999999999999996,0.0426054270938038,0.1,0.0027511847781126,0.025,0.0252799999999996,0.0,2,Bayesian,water,2025-10-21T19:08:04.658491,,
20251021_184854_water,large_set_Oct22,1.499999999999696,20.163870573043823,10,17,0.4813072300997912,2.2352907600622207,14.999999999999996,0.1555173277854919,0.1,0.0081028397196066,0.1,0.1013749999999999,0.0,0,Bayesian,water,2025-10-21T19:09:55.089075,,
20251021_184854_water,large_set_Oct22,5.200000000000676,19.347936868667603,10,17,0.4813072300997912,2.2352907600622207,14.999999999999996,0.0606688315048813,0.1,0.0008613206342649,0.1,0.0947999999999993,0.0,1,Bayesian,water,2025-10-21T19:11:15.852286,,
20251021_184854_water,large_set_Oct22,2.1000000000007955,19.98612380027771,10,17,0.4813072300997912,2.2352907600622207,14.999999999999996,0.0426054270938038,0.1,0.0044686424376551,0.1,0.0978999999999992,0.0,2,Bayesian,water,2025-10-21T19:11:35.866198,,
20251021_184854_water,large_set_Oct22,3.0000000000004743,21.572507858276367,10,17,0.4813072300997912,2.2352907600622207,14.999999999999996,0.1469755012542009,0.1,0.0034817624416427,0.1,0.0969999999999995,0.0,3,Bayesian,water,2025-10-21T19:11:57.461129,,
20251021_184854_water,large_set_Oct22,0.1000000000001277,19.7829852104187,10,17,0.4813072300997912,2.2352907600622207,14.999999999999996,0.1216787818819284,0.1,0.006108796440561,0.1,0.0997799999999994,0.0,4,Bayesian,water,2025-10-21T19:12:17.293908,,
20251021_191401_water,large_set_Oct22,3.2000000000017845,33.42678356170654,16,19,7.123444080352783,0.3101321682333946,8.599982023239136,0.0785212039947509,0.0859813809394836,0.0053292092940699,0.05,0.0483999999999991,0.0,0,SOBOL,water,2025-10-21T19:14:35.253282,,
20251021_191401_water,large_set_Oct22,4.800000000001608,28.39138340950012,25,23,3.656056998297572,6.440631775185466,7.6823865212500095,0.1447333527728915,0.0252735487185418,0.0018916441328671,0.05,0.0475999999999992,0.0,1,SOBOL,water,2025-10-21T19:15:03.661701,,
20251021_191401_water,large_set_Oct22,6.8000000000005,73.17795872688293,35,11,8.466772986575961,4.880218422040343,1.0531750712543726,0.1650981204584241,0.0749737513251602,0.0007168400241862,0.05,0.0465999999999997,0.0,2,SOBOL,water,2025-10-21T19:16:16.858217,,
20251021_191401_water,large_set_Oct22,1.1999999999993405,27.57992935180664,13,30,2.011061888188124,8.749975934624672,14.135526606813071,0.0113791415467858,0.013771509937942,0.0033785427372551,0.05,0.0494000000000003,0.0,3,SOBOL,water,2025-10-21T19:16:44.451436,,
20251021_191401_water,large_set_Oct22,4.799999999998056,27.384987354278564,11,13,4.74262073636055,9.459731867536902,12.406262280419469,0.0531641945242881,0.0559088130481541,0.0014331303109442,0.05,0.0476000000000009,0.0,4,SOBOL,water,2025-10-21T19:17:11.852163,,
20251021_191401_water,large_set_Oct22,1.1999999999993405,28.849388360977173,17,28,2.680684519887431,7.512948564656551,10.454403990178736,0.0970849171620716,0.0203154377907688,0.0044314510062529,0.05,0.0494000000000003,0.0,5,Bayesian,water,2025-10-21T19:21:50.451752,,
20251021_191401_water,large_set_Oct22,34.99999999999873,22.089328050613403,17,24,3.9600222384182553,2.4803113857575307,14.883796740950263,1.6190330022540209e-18,0.0393062625429884,0.0015518036654439,0.05,0.0325000000000006,0.0,6,Bayesian,water,2025-10-21T19:22:20.071793,,
20251021_191401_water,large_set_Oct22,9.200000000002012,31.788549423217773,18,28,3.3279328075894843,9.19971494142472,14.552290612772255,0.1442738410613872,0.0252431507810128,0.0,0.05,0.045399999999999,0.0,7,Bayesian,water,2025-10-21T19:22:59.857040,,
20251021_191401_water,large_set_Oct22,13.600000000002415,21.24323391914368,21,15,3.2450966662009586,8.400594510464291,9.219008311349992,0.0,0.0210671937209497,0.0040541312677638,0.05,0.0431999999999987,0.0,8,Bayesian,water,2025-10-21T19:23:28.874479,,
20251021_191401_water,large_set_Oct22,3.800000000000386,34.14610314369202,21,33,4.032712521062349,7.617048818507415,8.998280163069468,7.049754465374292e-18,0.0089445567207428,0.004240161455997,0.05,0.0480999999999998,0.0,9,Bayesian,water,2025-10-21T19:24:11.267901,,
20251021_191401_water,large_set_Oct22,22.20000000000013,20.852903366088867,18,17,2.639810885373855,0.0,11.530353117855965,2.7698065847412974e-17,0.0954683291208436,0.0041067705830659,0.05,0.0388999999999999,0.0,10,Bayesian,water,2025-10-21T19:24:40.460177,,
20251021_191401_water,large_set_Oct22,1.400000000002427,42.91818881034851,11,35,2.5492288230488054,9.504741218028247,9.9421832794236,0.0402191585577085,0.0133727224744531,0.0042859106639241,0.05,0.0492999999999987,0.0,11,Bayesian,water,2025-10-21T19:25:32.264684,,
20251021_191401_water,large_set_Oct22,0.8000000000002727,26.352619647979736,25,21,2.009695043002899,8.921935538733445,12.154098565519757,0.0706206195650508,7.833565775531756e-19,0.0037059043510428,0.05,0.0495999999999998,0.0,12,Bayesian,water,2025-10-21T19:26:07.855258,,
20251021_191401_water,large_set_Oct22,3.799999999999665,19.727427005767822,18,17,3.33996490865713,0.5148354709988328,11.501497828634928,0.1241349470197653,0.028717411666156,0.0062203729314327,0.05,0.0518999999999998,0.0,13,Bayesian,water,2025-10-21T19:26:36.456199,,
20251021_191401_water,large_set_Oct22,4.2000000000022855,22.33614444732666,16,14,1.443874373313868,7.01395140399134,13.672288320179517,0.112203382348393,0.0398001725561782,0.0062203729314327,0.05,0.0521000000000011,0.0,14,Bayesian,water,2025-10-21T19:27:07.264039,,
20251021_191401_water,large_set_Oct22,6.600000000000966,28.073962211608887,17,32,2.5605616481774414,8.457120436988998,14.999999999999998,0.0493277522101668,4.445602063777519e-18,0.0008306729397901,0.05,0.0466999999999995,0.0,15,Bayesian,water,2025-10-21T19:27:43.654929,,
20251021_191401_water,large_set_Oct22,4.2000000000022855,16.042297840118408,19,10,2.5679538710744687,5.802974113716679e-16,10.94262113263894,0.0792782315186385,1.5388134278244397e-18,0.0062203729314327,0.05,0.0521000000000011,0.0,16,Bayesian,water,2025-10-21T19:28:08.260295,,
20251021_191401_water,large_set_Oct22,1.4155343563970746e-12,35.63703942298889,17,25,2.760434790285575,9.312237299812802,14.999999999999996,0.0746748087928978,0.1,0.0038093813417391,0.05,0.0500000000000007,0.0,17,Bayesian,water,2025-10-21T19:28:53.252756,,
20251021_191401_water,large_set_Oct22,0.6000000000007388,19.02110958099365,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.1223109658463307,0.0063431212534772,0.0037040040505278,0.05,0.0500400000000002,0.0,18,Bayesian,water,2025-10-21T19:29:22.461229,,
20251021_191401_water,large_set_Oct22,1.5999999999948555,17.980341911315918,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.0535450935363769,0.0063431212534772,0.0020923412607631,0.025,0.0245800000000005,0.0,0,Bayesian,water,2025-10-21T19:31:17.662245,,
20251021_191401_water,large_set_Oct22,2.6000000000014065,19.995890378952023,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.0535450935363769,0.0063431212534772,0.0036358068865428,0.1,0.0973999999999986,0.0,0,Bayesian,water,2025-10-21T19:33:08.464842,,
20251021_191401_water,large_set_Oct22,3.499999999998588,20.773223400115967,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.1686879919841885,0.0063431212534772,0.0099681491104515,0.1,0.1034999999999986,0.0,1,Bayesian,water,2025-10-21T19:33:29.259576,,
20251021_191401_water,large_set_Oct22,4.600000000000298,19.968611240386963,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.1299854913726449,0.0063431212534772,0.001281435705171,0.1,0.0953999999999997,0.0,2,Bayesian,water,2025-10-21T19:33:49.254219,,
20251021_191401_water,large_set_Oct22,0.5999999999989625,20.17539477348328,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.0414174674078822,0.0063431212534772,0.005098700611977,0.1,0.0990999999999999,0.0,3,Bayesian,water,2025-10-21T19:34:09.456855,,
20251021_191401_water,large_set_Oct22,5.06666666666646,29.96490335464477,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.0535450935363769,0.0063431212534772,0.0077517152219553,0.3,0.2848000000000006,0.0,0,Bayesian,water,2025-10-21T19:36:36.857437,,
20251021_191401_water,large_set_Oct22,0.5333333333336262,28.174590349197388,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.1686879919841885,0.0063431212534772,0.0212525735291958,0.3,0.3014749999999995,0.0,1,Bayesian,water,2025-10-21T19:37:05.057976,,
20251021_191401_water,large_set_Oct22,4.799999999999823,26.981798887252808,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.1299854913726449,0.0063431212534772,0.0027320825807602,0.3,0.2856000000000005,0.0,2,Bayesian,water,2025-10-21T19:38:58.468729,,
20251021_191401_water,large_set_Oct22,1.9999999999998352,27.96608638763428,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.0414174674078822,0.0063431212534772,0.0108706750329188,0.3,0.2940000000000005,0.0,3,Bayesian,water,2025-10-21T19:39:26.461460,,
20251021_191401_water,large_set_Oct22,4.833333333333078,26.97342419624329,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.02358606941998,0.0063431212534772,0.002546001151717,0.3,0.2855000000000007,0.0,4,Bayesian,water,2025-10-21T19:39:53.462411,,
20251021_191401_water,large_set_Oct22,0.1999999999998854,27.987180709838867,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.0893150268433882,0.0063431212534772,0.0156872854410706,0.3,0.2987000000000002,0.0,5,Bayesian,water,2025-10-21T19:40:28.861270,,
20251021_191401_water,large_set_Oct22,2.3499999999999908,45.974690675735474,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.0535450935363769,0.0063431212534772,0.0180414860604867,0.8,0.7812000000000001,0.0,0,Bayesian,water,2025-10-21T19:43:49.675392,,
20251021_191401_water,large_set_Oct22,1.4625000000000057,47.76879954338074,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.1686879919841885,0.0063431212534772,0.0494636345760565,0.8,0.8117000000000001,0.0,1,Bayesian,water,2025-10-21T19:44:37.467413,,
20251021_191401_water,large_set_Oct22,3.712499999999924,46.17332124710083,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.1299854913726449,0.0063431212534772,0.0063586997697331,0.8,0.7703000000000007,0.0,2,Bayesian,water,2025-10-21T19:45:23.663308,,
20251021_191401_water,large_set_Oct22,1.449999999999868,46.17118382453919,19,10,0.6113130816488087,4.033627263374039,10.930263721562524,0.0414174674078822,0.0063431212534772,0.0253006110852733,0.8,0.7884000000000011,0.0,3,Bayesian,water,2025-10-21T19:46:09.871998,,
