,well_position,334_373,334_384
0,E8,119626.0,150844.0
1,E9,216847.0,247716.0
2,E10,196492.0,231898.0
3,E11,203065.0,245354.0
4,E12,199145.0,235626.0
5,F1,241599.0,272847.0
6,F2,304881.0,362328.0
7,F3,199573.0,236056.0
8,F4,18993.0,23408.0
9,F5,17311.0,19588.0
10,F6,229200.0,263578.0
11,F7,251422.0,290708.0
