,well_position,334_373,334_384
0,C8,22872.0,27358.0
1,C9,204234.0,236347.0
2,C10,163993.0,199936.0
3,C11,195363.0,224979.0
4,C12,192411.0,224548.0
5,D1,196061.0,223090.0
6,D2,365440.0,432697.0
7,D3,307134.0,359851.0
8,D4,347591.0,401369.0
9,D5,405824.0,472181.0
10,D6,368003.0,432134.0
11,D7,384775.0,449632.0
