,well_position,turbidity_600
0,G8,1.7619
1,G9,2.5
2,G10,0.0404
3,G11,0.0385
4,G12,0.0451
5,H1,0.0387
6,H2,0.0385
7,H3,0.0732
8,H4,0.0384
9,H5,0.0381
10,H6,0.0397
11,H7,0.039
