,well_position,turbidity_600
0,D8,0.6243
1,D9,0.0985
2,D10,0.0946
3,D11,2.2158
4,D12,0.0391
5,E1,0.0386
6,E2,0.1155
7,E3,0.0389
8,E4,0.0384
9,E5,0.1114
10,E6,0.0391
11,E7,0.0384
