,well_position,turbidity_600
0,C8,1.2052
1,C9,0.0462
2,C10,0.0755
3,C11,0.0384
4,C12,0.064
5,D1,0.0388
6,D2,0.0385
7,D3,0.0377
8,D4,0.0376
9,D5,0.0375
10,D6,0.0388
11,D7,0.0375
