,well_position,334_373,334_384
0,G8,16278.0,19393.0
1,G9,17241.0,18653.0
2,G10,226855.0,265506.0
3,G11,226922.0,263717.0
4,G12,236357.0,275630.0
5,H1,202865.0,239071.0
6,H2,195388.0,233434.0
7,H3,154829.0,189258.0
8,H4,256103.0,292086.0
9,H5,218100.0,264706.0
10,H6,279422.0,326180.0
11,H7,171664.0,213247.0
