wellplate_index,well_type,control_type,surf_A,surf_B,surf_A_conc_mm,surf_B_conc_mm,substock_A_name,substock_A_conc_mm,surf_A_volume_ul,substock_B_name,substock_B_conc_mm,surf_B_volume_ul,water_volume_ul,buffer_volume_ul,buffer_used,pyrene_volume_ul,replicate,turbidity_600,fluorescence_334_373,fluorescence_334_384,ratio
0,control,surfactant_A_stock,SDS,TTAB,50.0,,SDS_stock,50.0,200.0,,,0.0,0.0,0.0,,5,1,0.0387,235147.0,315221.0,0.7459750460787828
1,control,surfactant_B_stock,SDS,TTAB,,50.0,,,0.0,TTAB_stock,50.0,200.0,0.0,0.0,,5,1,0.038,191807.0,249784.0,0.767891458219902
2,control,water_blank,SDS,TTAB,,,,,0.0,,,0.0,200.0,0.0,,5,1,0.0378,248629.0,292701.0,0.8494299643663671
3,experiment,experiment,SDS,TTAB,0.0001,0.0001,SDS_dilution_5,0.0005,40.0,TTAB_dilution_5,0.0005,40.0,120.0,0.0,,5,1,0.0378,242564.0,285595.0,0.8493285946882824
4,experiment,experiment,SDS,TTAB,0.0001,0.0004666838959452567,SDS_dilution_5,0.0005,40.0,TTAB_dilution_4,0.003,31.112259729683778,128.88774027031621,0.0,,5,1,0.0383,267233.0,312282.0,0.8557425660140514
5,experiment,experiment,SDS,TTAB,0.0001,0.002177938587346432,SDS_dilution_5,0.0005,40.0,TTAB_dilution_3,0.02,21.779385873464317,138.22061412653568,0.0,,5,1,0.0374,303794.0,360896.0,0.8417771324702962
6,experiment,experiment,SDS,TTAB,0.0001,0.010164088650723414,SDS_dilution_5,0.0005,40.0,TTAB_dilution_2,0.15000000000000002,13.552118200964552,146.44788179903546,0.0,,5,1,0.0381,255221.0,300878.0,0.8482541096391228
7,experiment,experiment,SDS,TTAB,0.0001,0.0474341649025257,SDS_dilution_5,0.0005,40.0,TTAB_dilution_1,0.7000000000000001,13.55261854357877,146.44738145642123,0.0,,5,1,0.038,258390.0,303025.0,0.85270192228364
8,experiment,experiment,SDS,TTAB,0.0001,0.2213676087762045,SDS_dilution_5,0.0005,40.0,TTAB_dilution_1,0.7000000000000001,63.247888221772705,96.75211177822729,0.0,,5,1,0.0378,252753.0,295650.0,0.8549061390157281
9,experiment,experiment,SDS,TTAB,0.0001,1.033086980997645,SDS_dilution_5,0.0005,40.0,TTAB_dilution_0,5.0,41.32347923990581,118.67652076009419,0.0,,5,1,0.0376,204158.0,237945.0,0.8580050011557293
