experiment_timestamp,total_trials,volumes_calibrated,mean_deviation_pct,best_deviation_pct,worst_deviation_pct,mean_cv_pct,mean_time_s,total_measurements,successful_volumes,efficiency_trials_per_volume,volume_1_ul,volume_1_deviation_pct,volume_1_trials,volume_2_ul,volume_2_deviation_pct,volume_2_trials,volume_3_ul,volume_3_deviation_pct,volume_3_trials,volume_4_ul,volume_4_deviation_pct,volume_4_trials,volume_5_ul,volume_5_deviation_pct,volume_5_trials
2026-01-22T18:05:26.657163,53,5,17.405940594060056,1.6501650165021928,39.603960396035234,40.95084867995301,43.9393396033595,96,3,10.6,50.0,1.7161716171615373,34,25.0,1.6501650165021928,3,10.0,39.108910891103484,6,5.0,39.603960396035234,4,2.0,4.950495049497832,6
