timestamp,target_volume_ml,measured_volume_ml,measured_volume_ul,deviation_pct,duration_s,strategy,total_measurement_count,aspirate_speed,aspirate_wait_time,dispense_speed,overaspirate_vol,post_asp_air_vol,post_retract_wait_time,pre_asp_air_vol
1769119201.2504475,0.05,0.06673267326732774,66.73267326732774,33.46534653465547,80.83190449979156,screening,16,22,29.8,27,0.0024000000000000002,0.02,6.2,0.281
1769119241.5757327,0.05,0.050891089108910124,50.89108910891012,1.7821782178202432,40.30672260001302,calibration,17,15,2.8000000000000003,30,0.0063,0.059000000000000004,5.4,0.024
1769119285.5806544,0.05,0.050237623762377344,50.237623762377346,0.47524752475468224,44.00316959992051,calibration,18,15,2.8000000000000003,30,0.003908910891089879,0.059000000000000004,5.4,0.024
1769119350.5653682,0.05,0.05396039603960307,53.96039603960307,7.920792079206137,55.81954259984195,optimization,19,17,5.2,32,0.0053,0.056,3.9000000000000004,0.088
1769119404.9580011,0.05,0.052257425742574526,52.257425742574526,4.514851485149046,54.39672249974683,optimization,20,17,5.2,32,0.0053,0.056,3.9000000000000004,0.088
1769119459.351343,0.05,0.04950495049505021,49.50495049505021,0.9900990098995893,54.39043550007045,optimization,21,17,5.2,32,0.0053,0.056,3.9000000000000004,0.088
1769119508.9642725,0.05,0.052277227722771796,52.2772277227718,4.554455445543587,40.833005799911916,optimization,22,15,7.1000000000000005,18,0.004200000000000001,0.052000000000000005,5.6000000000000005,0.10300000000000001
1769119549.5593433,0.05,0.05118811881187973,51.188118811879725,2.37623762375945,40.59556409996003,optimization,23,15,7.1000000000000005,18,0.004200000000000001,0.052000000000000005,5.6000000000000005,0.10300000000000001
1769119589.7604096,0.05,0.05118811881188148,51.18811881188148,2.376237623762961,40.19468059996143,optimization,24,15,7.1000000000000005,18,0.004200000000000001,0.052000000000000005,5.6000000000000005,0.10300000000000001
1769119632.5786595,0.05,0.0344554455445533,34.4554455445533,31.089108910893405,34.25527059985325,optimization,25,20,9.200000000000001,12,0.0019,0.049,2.1,0.11900000000000001
1769119683.7819753,0.05,0.06558415841584034,65.58415841584034,31.16831683168067,42.65954569960013,optimization,26,14,4.6000000000000005,19,0.0066,0.051000000000000004,6.9,0.155
1769119735.9699426,0.05,0.04999999999999955,49.99999999999955,9.020562075079397e-13,42.56963500007987,optimization,27,20,5.800000000000001,18,0.0041,0.074,4.2,0.066
1769119774.9481764,0.05,0.052521452145213005,52.521452145213004,5.042904290426003,38.97997790016234,optimization,28,20,5.800000000000001,18,0.0041,0.074,4.2,0.066
1769119815.1682413,0.05,0.04980198019801981,49.80198019801981,0.3960396039603825,40.2163299000822,optimization,29,20,5.800000000000001,18,0.0041,0.074,4.2,0.066
1769119861.787393,0.05,0.0530693069306925,53.0693069306925,6.138613861384992,37.389602300245315,optimization,30,14,6.1000000000000005,19,0.0045000000000000005,0.065,2.7,0.078
1769119898.393842,0.05,0.052178217821781926,52.17821782178193,4.356435643563847,36.6063936999999,optimization,31,14,6.1000000000000005,19,0.0045000000000000005,0.065,2.7,0.078
1769119934.7589352,0.05,0.05079207920792201,50.79207920792201,1.5841584158440143,36.369319799821824,optimization,32,14,6.1000000000000005,19,0.0045000000000000005,0.065,2.7,0.078
1769119979.352731,0.05,0.05386138613861321,53.861386138613206,7.722772277226412,33.95212560007349,optimization,33,25,4.3,19,0.0041,0.022,0.2,0.093
1769120013.5735202,0.05,0.053366336633663865,53.36633663366386,6.732673267327724,34.208169899880886,optimization,34,25,4.3,19,0.0041,0.022,0.2,0.093
1769120046.7852824,0.05,0.053861386138614964,53.86138613861496,7.7227722772299225,33.21559609984979,optimization,35,25,4.3,19,0.0041,0.022,0.2,0.093
1769120098.7806094,0.05,0.05152475247524563,51.52475247524563,3.04950495049125,41.181248100008816,optimization,36,21,5.5,22,0.004200000000000001,0.047,5.2,0.09
1769120139.3000677,0.05,0.04841584158415814,48.41584158415814,3.1683168316837262,40.50920520024374,optimization,37,21,5.5,22,0.004200000000000001,0.047,5.2,0.09
1769120184.6131258,0.05,0.04831683168316827,48.31683168316827,3.3663366336634666,45.30929969996214,optimization,38,21,5.5,22,0.004200000000000001,0.047,5.2,0.09
1769120235.3447378,0.05,0.04990099009900968,49.90099009900968,0.19801980198064228,40.006388700101525,optimization,39,17,9.0,19,0.0041,0.099,0.0,0.095
1769120276.0224314,0.05,0.04900990099009911,49.00990099009911,1.9801980198017877,40.69000250007957,optimization,40,17,9.0,19,0.0041,0.099,0.0,0.095
1769120315.7883742,0.05,0.051485148514851094,51.48514851485109,2.970297029702182,39.76091989967972,optimization,41,17,9.0,19,0.0041,0.099,0.0,0.095
1769120397.7938266,0.05,0.0517821782178207,51.7821782178207,3.564356435641389,69.96448819991201,optimization,42,5,5.0,20,0.0039000000000000003,0.063,1.5,0.099
1769120432.6030114,0.05,0.052178217821781926,52.17821782178193,4.356435643563847,34.798544799908996,optimization,43,5,5.0,20,0.0039000000000000003,0.063,1.5,0.099
1769120469.0046804,0.05,0.05142574257425928,51.42574257425928,2.8514851485185595,36.40232130000368,optimization,44,5,5.0,20,0.0039000000000000003,0.063,1.5,0.099
1769120520.5914187,0.05,0.04855445544554607,48.55445544554607,2.8910891089078685,40.10831349994987,optimization,45,18,10.600000000000001,19,0.0041,0.047,1.3,0.069
1769120564.3583162,0.05,0.05039603960396078,50.39603960396078,0.7920792079215561,43.77361109992489,optimization,46,18,10.600000000000001,19,0.0041,0.047,1.3,0.069
1769120603.1871703,0.05,0.05237623762376342,52.37623762376342,4.752475247526839,38.81936309998855,optimization,47,18,10.600000000000001,19,0.0041,0.047,1.3,0.069
1769120667.6037898,0.05,0.052178217821781926,52.17821782178193,4.356435643563847,52.089604900218546,optimization,48,30,4.800000000000001,20,0.0041,0.1,6.2,0.101
1769120719.5928314,0.05,0.049306930693070475,49.30693069307048,1.386138613859056,51.987991800066084,optimization,49,30,4.800000000000001,20,0.0041,0.1,6.2,0.101
1769120771.5789402,0.05,0.05188118811881056,51.88118811881056,3.762376237621115,51.989265399985015,optimization,50,30,4.800000000000001,20,0.0041,0.1,6.2,0.101
1769120821.7822318,0.05,0.04841584158415814,48.41584158415814,3.1683168316837262,38.080755800008774,optimization,51,21,0.0,27,0.0048000000000000004,0.021,0.0,0.111
1769120855.9995046,0.05,0.04683168316831673,46.83168316831673,6.33663366336655,34.20268950005993,optimization,52,21,0.0,27,0.0048000000000000004,0.021,0.0,0.111
1769120890.59257,0.05,0.044792079207922275,44.79207920792228,10.415841584155455,34.59104930004105,optimization,53,21,0.0,27,0.0048000000000000004,0.021,0.0,0.111
1769120974.9893641,0.05,0.05059405940594052,50.59405940594052,1.1881188118810364,70.3374596000649,optimization,54,18,3.7,19,0.0041,0.063,0.0,0.11
1769121045.5762868,0.05,0.050396039603959025,50.396039603959025,0.792079207918045,70.59218439972028,optimization,55,18,3.7,19,0.0041,0.063,0.0,0.11
1769121080.5874584,0.05,0.05550495049504994,55.50495049504994,11.00990099009988,34.99984050029889,optimization,56,18,3.7,19,0.0041,0.063,0.0,0.11
1769121147.0630963,0.05,0.04732673267326607,47.32673267326607,5.346534653467863,53.473476599901915,optimization,57,26,0.0,34,0.002,0.005,0.0,0.093
1769121202.9993923,0.05,0.046138613861385895,46.13861386138589,7.7227722772282155,55.92340359976515,optimization,58,26,0.0,34,0.002,0.005,0.0,0.093
1769121256.7843566,0.05,0.045089108910891885,45.08910891089189,9.821782178216235,53.793142300099134,optimization,59,26,0.0,34,0.002,0.005,0.0,0.093
1769121314.7803135,0.05,0.04293069306930502,42.93069306930502,14.138613861389967,44.937116200104356,optimization,60,5,15.8,18,0.0043,0.099,2.0,0.073
1769121405.3929973,0.05,0.05326732673267576,53.267326732675755,6.534653465351509,78.55678139999509,optimization,61,19,8.200000000000001,20,0.0041,0.031,2.2,0.081
1769121445.7774024,0.05,0.052178217821781926,52.17821782178193,4.356435643563847,40.37946859980002,optimization,62,19,8.200000000000001,20,0.0041,0.031,2.2,0.081
1769121484.5063493,0.05,0.05122772277227954,51.22772277227954,2.455445544559079,38.72325189970434,optimization,63,19,8.200000000000001,20,0.0041,0.031,2.2,0.081
1769121534.787753,0.05,0.04940594059405858,49.405940594058585,1.1881188118828407,38.803469399921596,optimization,64,7,0.6000000000000001,27,0.0034000000000000002,0.009000000000000001,6.9,0.092
1769121606.8071928,0.05,0.04431683168317021,44.31683168317021,11.366336633659587,72.00426140008494,optimization,65,7,0.6000000000000001,27,0.0034000000000000002,0.009000000000000001,6.9,0.092
1769121645.2101393,0.05,0.04485148514851585,44.85148514851585,10.297029702968308,38.412271399982274,optimization,66,7,0.6000000000000001,27,0.0034000000000000002,0.009000000000000001,6.9,0.092
1769121708.9730031,0.05,0.04534653465346343,45.34653465346343,9.306930693073145,51.607261300086975,optimization,67,26,10.100000000000001,19,0.004200000000000001,0.097,10.0,0.001
1769121815.588993,0.05,0.041410891089108254,41.410891089108254,17.178217821783498,106.6039105001837,optimization,68,26,10.100000000000001,19,0.004200000000000001,0.097,10.0,0.001
1769121868.5705042,0.05,0.06293069306930765,62.93069306930765,25.8613861386153,40.39803519984707,optimization,69,29,8.1,16,0.004200000000000001,0.067,1.1,0.088
1769121923.585721,0.05,0.061227722772277345,61.227722772277346,22.455445544554685,42.77006020024419,optimization,70,30,1.5,23,0.0038,0.042,3.8000000000000003,0.111
1769121980.1909688,0.05,0.05158415841584096,51.58415841584096,3.168316831681908,46.730610999744385,optimization,71,21,4.800000000000001,20,0.0039000000000000003,0.1,4.0,0.113
1769122022.6326716,0.05,0.05108910891089162,51.08910891089162,2.178217821783235,42.426590600050986,optimization,72,21,4.800000000000001,20,0.0039000000000000003,0.1,4.0,0.113
1769122066.8014276,0.05,0.05055445544554422,50.55445544554422,1.10891089108843,44.16770760016516,optimization,73,21,4.800000000000001,20,0.0039000000000000003,0.1,4.0,0.113
1769122105.5317438,0.025,0.027306930693067926,27.306930693067926,9.227722772271699,38.70918359979987,calibration,74,17,9.0,19,0.0041,0.099,0.0,0.095
1769122145.194495,0.025,0.024554455445545367,24.55445544554537,1.7821782178185364,39.660173799842596,calibration,75,17,9.0,19,0.0010430693069320754,0.099,0.0,0.095
1769122222.197078,0.025,0.025148514851486337,25.148514851486336,0.5940594059453408,76.98894720012322,inherited,76,17,9.0,19,0.0015378962176799706,0.099,0.0,0.095
1769122299.0153127,0.025,0.02544554455445594,25.44554455445594,1.7821782178237544,76.81514600012451,inherited,77,17,9.0,19,0.0015378962176799706,0.099,0.0,0.095
1769122338.7957509,0.025,0.02435643564356563,24.356435643565632,2.5742574257374833,39.78068959992379,inherited,78,17,9.0,19,0.0015378962176799706,0.099,0.0,0.095
1769122378.6390436,0.01,0.012871287128712773,12.871287128712773,28.712871287127733,39.833175300154835,calibration,79,17,9.0,19,0.0041,0.099,0.0,0.095
1769122416.229793,0.01,0.014363036303631243,14.363036303631242,43.630363036312424,37.58613170031458,calibration,80,17,9.0,19,0.0007287128712872271,0.099,0.0,0.095
1769122453.3936715,0.01,0.006633663366337002,6.633663366337002,33.66336633662998,37.154839999973774,inherited,81,17,9.0,19,-0.0027530174446021133,0.099,0.0,0.095
1769122498.0113273,0.01,0.005544554455446693,5.544554455446693,44.55445544553307,38.57324449997395,optimization,82,17,9.0,19,-0.0035,0.0,0.0,0.3
1769122539.5929239,0.01,0.0009900990099004413,0.9900990099004413,90.09900990099558,34.87164400005713,optimization,83,17,9.0,19,-0.0024000000000000002,0.1,0.0,0.001
1769122585.6081107,0.01,0.010891089108913649,10.891089108913649,8.910891089136483,39.023634400218725,optimization,84,17,9.0,19,-0.0029000000000000002,0.099,0.0,0.135
1769122624.4237683,0.01,0.003069306930692951,3.0693069306929512,69.30693069307048,38.80297539988533,optimization,85,17,9.0,19,-0.0029000000000000002,0.099,0.0,0.135
1769122663.2827663,0.005,0.008811881188122898,8.811881188122898,76.23762376245796,38.83811429981142,calibration,86,17,9.0,19,0.0041,0.099,0.0,0.095
1769122739.8319142,0.005,0.0019801980198008826,1.9801980198008826,60.39603960398235,76.54583419999108,calibration,87,17,9.0,19,3.8118811877102185e-05,0.099,0.0,0.095
1769122778.8035214,0.005,0.004752475247524229,4.752475247524229,4.950495049515415,38.96587669989094,inherited,88,17,9.0,19,0.0020513201320098476,0.099,0.0,0.135
1769122817.8194683,0.005,0.008712871287127753,8.712871287127752,74.25742574255506,39.01745699997991,inherited,89,17,9.0,19,0.0020513201320098476,0.099,0.0,0.135
1769122862.6713214,0.005,0.00792079207920529,7.920792079205289,58.415841584105785,38.3371741999872,optimization,90,17,9.0,19,0.0025,0.0,0.0,0.3
1769122899.805843,0.002,0.0019009900990100434,1.9009900990100435,4.950495049497832,37.1110283001326,calibration,91,17,9.0,19,0.0041,0.099,0.0,0.095
1769122937.377246,0.002,0.005940594059406165,5.940594059406165,197.02970297030825,37.58265919983387,calibration,92,17,9.0,19,0.0061,0.099,0.0,0.095
1769122976.3382027,0.002,0.0045940594059390326,4.594059405939032,129.7029702969516,38.938477999996394,inherited,93,17,9.0,19,0.004166006600659972,0.099,0.0,0.135
1769123019.0025656,0.002,0.00039603960395947303,0.396039603959473,80.19801980202634,36.195769499987364,optimization,94,17,9.0,19,0.0041,0.099,0.0,0.073
1769123069.3997343,0.002,0.005920792079207137,5.9207920792071365,196.03960396035683,43.94765970017761,optimization,95,17,9.0,19,0.0041,0.085,0.0,0.164
1769123113.0122676,0.002,0.005623762376239291,5.6237623762392905,181.18811881196453,37.18086830014363,optimization,96,17,9.0,19,0.004200000000000001,0.1,0.0,0.095
