,well_position,turbidity_600
0,A1,0.0406
1,A2,0.0384
2,A3,0.0383
3,A4,0.042
4,A5,0.0421
5,A6,0.0387
6,A7,0.0384
7,A8,0.0385
8,A9,0.0385
9,A10,0.0383
10,A11,0.039
11,A12,0.0422
12,B1,0.0386
13,B2,0.0396
14,B3,0.0385
15,B4,0.0384
16,B5,0.0384
17,B6,0.039
18,B7,0.0386
19,B8,0.0973
20,B9,0.063
21,B10,0.0391
22,B11,0.0385
23,B12,0.0541
24,C1,0.3817
25,C2,0.119
26,C3,0.0394
27,C4,0.0441
28,C5,0.201
29,C6,1.391
30,C7,1.4522
31,C8,0.0383
32,C9,0.0403
33,C10,1.768
34,C11,2.906
