,well_position,turbidity_600
0,A1,0.0392
1,A2,0.0381
2,A3,0.0386
3,A4,0.0404
4,A5,0.0423
5,A6,0.0387
6,A7,0.0384
7,A8,0.0386
8,A9,0.0385
9,A10,0.0391
10,A11,0.039
11,A12,0.0414
12,B1,0.0387
13,B2,0.0395
14,B3,0.0385
15,B4,0.0384
16,B5,0.0383
17,B6,0.0391
18,B7,0.0389
19,B8,0.0907
20,B9,0.0558
21,B10,0.0391
22,B11,0.0387
23,B12,0.0501
24,C1,0.3572
25,C2,0.1127
26,C3,0.0395
27,C4,0.0438
28,C5,0.1846
29,C6,1.291
30,C7,1.4652
31,C8,0.0387
32,C9,0.044
33,C10,1.8449
34,C11,2.9071
