,well_position,turbidity_600
0,A1,0.0391
1,A2,0.0383
2,A3,0.0383
3,A4,0.0391
4,A5,0.039
5,A6,0.0387
6,A7,0.0385
7,A8,0.0385
8,A9,0.0385
9,A10,0.0381
10,A11,0.0397
11,A12,0.0412
12,B1,0.0387
13,B2,0.0406
14,B3,0.0384
15,B4,0.0386
16,B5,0.0382
17,B6,0.0388
18,B7,0.039
19,B8,0.0702
20,B9,0.0461
21,B10,0.039
22,B11,0.0795
23,B12,0.0474
24,C1,0.1756
25,C2,0.0804
26,C3,0.0402
27,C4,0.0425
28,C5,0.1415
29,C6,0.8909
30,C7,1.0247
31,C8,0.0382
32,C9,0.0456
33,C10,2.2503
34,C11,2.9237
