,well_position,turbidity_600
0,A1,0.0392
1,A2,0.0382
2,A3,0.0384
3,A4,0.0388
4,A5,0.0416
5,A6,0.0386
6,A7,0.0385
7,A8,0.0383
8,A9,0.0399
9,A10,0.0383
10,A11,0.0395
11,A12,0.0421
12,B1,0.0388
13,B2,0.0397
14,B3,0.0385
15,B4,0.0386
16,B5,0.0384
17,B6,0.0391
18,B7,0.039
19,B8,0.0895
20,B9,0.0518
21,B10,0.0392
22,B11,0.0388
23,B12,0.0498
24,C1,0.3202
25,C2,0.0976
26,C3,0.0396
27,C4,0.0435
28,C5,0.172
29,C6,1.1824
30,C7,1.4423
31,C8,0.0385
32,C9,0.0463
33,C10,1.9383
34,C11,2.92
