,well_position,turbidity_600
0,A1,0.0392
1,A2,0.0383
2,A3,0.0385
3,A4,0.0405
4,A5,0.0403
5,A6,0.0384
6,A7,0.0387
7,A8,0.0385
8,A9,0.0383
9,A10,0.0383
10,A11,0.0398
11,A12,0.0397
12,B1,0.0387
13,B2,0.0408
14,B3,0.0386
15,B4,0.0385
16,B5,0.0385
17,B6,0.0389
18,B7,0.0389
19,B8,0.0619
20,B9,0.046
21,B10,0.039
22,B11,0.158
23,B12,0.045
24,C1,0.0998
25,C2,0.0547
26,C3,0.0406
27,C4,0.0419
28,C5,0.2035
29,C6,0.4445
30,C7,0.6402
31,C8,0.0385
32,C9,0.049
33,C10,1.6062
34,C11,2.8678
