,well_position,turbidity_600
0,A1,0.0391
1,A2,0.0381
2,A3,0.0385
3,A4,0.0388
4,A5,0.0537
5,A6,0.0386
6,A7,0.0385
7,A8,0.0384
8,A9,0.0386
9,A10,0.0382
10,A11,0.0403
11,A12,0.0411
12,B1,0.0387
13,B2,0.0403
14,B3,0.0386
15,B4,0.0385
16,B5,0.0385
17,B6,0.0388
18,B7,0.0388
19,B8,0.0878
20,B9,0.0532
21,B10,0.0405
22,B11,0.0388
23,B12,0.0498
24,C1,0.2984
25,C2,0.0882
26,C3,0.0398
27,C4,0.0431
28,C5,0.1595
29,C6,1.1975
30,C7,1.4315
31,C8,0.0383
32,C9,0.0516
33,C10,2.045
34,C11,2.9355
