,well_position,turbidity_600,wellplate_index
0,G1,0.0382,72
1,G2,0.0375,73
2,G3,0.0381,74
3,G4,0.0379,75
4,G5,0.0381,76
5,G6,0.0391,77
6,G7,0.0381,78
7,G8,1.488,79
8,G9,0.0413,80
9,G10,0.1584,81
10,G11,0.1964,82
11,G12,0.0387,83
12,H1,0.0421,84
13,H2,0.0406,85
