,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,D9,134721.0,168538.0,44,0.7993508882269874
1,D10,117750.0,153612.0,45,0.7665416764315288
2,D11,206509.0,236130.0,46,0.8745563884301021
3,D12,204313.0,232677.0,47,0.8780971045698543
4,E1,263592.0,339998.0,48,0.7752751486773451
5,E2,24826.0,31039.0,49,0.7998324688295371
6,E3,207821.0,258831.0,50,0.8029215974902543
7,E4,31955.0,41817.0,51,0.7641629002558767
8,E5,208005.0,237204.0,52,0.876903424900086
9,E6,127356.0,145154.0,53,0.877385397577745
10,E7,53936.0,63896.0,54,0.8441216977588581
11,E8,67556.0,84024.0,55,0.804008378558507
12,E9,79860.0,105453.0,56,0.7573042018719239
13,E10,174508.0,207524.0,57,0.8409051483201943
