,well_position,turbidity_600,wellplate_index
0,D7,0.052,42
1,D8,0.4308,43
2,D9,0.0387,44
3,D10,0.0381,45
4,D11,0.1965,46
5,D12,0.056,47
6,E1,0.1295,48
7,E2,0.1151,49
8,E3,0.0457,50
9,E4,0.0871,51
10,E5,0.0586,52
11,E6,0.0413,53
12,E7,0.0381,54
13,E8,0.0375,55
