,well_position,turbidity_600,wellplate_index
0,F11,0.0451,70
1,F12,0.0405,71
2,G1,0.0477,72
3,G2,0.0412,73
4,G3,0.0493,74
5,G4,0.0445,75
6,G5,0.0436,76
7,G6,0.039,77
8,G7,0.1644,78
9,G8,0.0391,79
10,G9,0.2585,80
11,G10,0.0582,81
12,G11,0.0441,82
13,G12,0.0407,83
