,well_position,turbidity_600,wellplate_index
0,H1,0.068,84
1,H2,0.0397,85
2,H3,0.038,86
3,H4,0.4563,87
4,H5,0.0385,88
5,H6,2.0196,89
6,H7,0.0391,90
7,H8,0.1765,91
8,H9,0.6135,92
9,H10,0.0386,93
10,H11,0.1166,94
11,H12,0.0612,95
