,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,H3,168039.0,188840.0,86,0.8898485490362211
1,H4,189815.0,232318.0,87,0.8170481839547517
2,H5,222138.0,276815.0,88,0.8024781894044759
3,H6,179687.0,212395.0,89,0.8460039078132724
4,H7,169226.0,188939.0,90,0.8956647383547071
5,H8,207800.0,233036.0,91,0.8917077189790419
6,H9,225605.0,259023.0,92,0.8709844299540968
7,H10,162344.0,181990.0,93,0.8920490136820705
8,H11,182348.0,207263.0,94,0.8797904112166668
9,H12,201769.0,246683.0,95,0.8179282723171033
