,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,F11,259871.0,299947.0,70,0.8663897288520972
1,F12,277409.0,320855.0,71,0.8645930404699942
2,G1,237639.0,273861.0,72,0.8677358221871679
3,G2,246372.0,281061.0,73,0.8765783940141109
4,G3,165351.0,183814.0,74,0.8995560729868236
5,G4,213573.0,242964.0,75,0.8790314614510791
6,G5,223121.0,255472.0,76,0.8733677271873238
7,G6,177637.0,209629.0,77,0.8473875274890401
8,G7,69375.0,86001.0,78,0.8066766665503889
9,G8,151519.0,169079.0,79,0.8961432229904365
10,G9,67580.0,88799.0,80,0.7610446063581797
11,G10,213829.0,240063.0,81,0.890720352574116
12,G11,184325.0,199961.0,82,0.9218047519266257
13,G12,174564.0,189628.0,83,0.9205602548146898
