,well_position,turbidity_600,wellplate_index
0,B3,0.055,14
1,B4,0.1505,15
2,B5,0.0394,16
3,B6,0.0506,17
4,B7,0.0514,18
5,B8,0.0386,19
6,B9,0.3806,20
7,B10,0.038,21
8,B11,0.1246,22
9,B12,0.0638,23
10,C1,0.0387,24
11,C2,0.5714,25
12,C3,0.1907,26
13,C4,0.0398,27
