,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,C5,222910.0,259514.0,28,0.8589517328544896
1,C6,75645.0,100740.0,29,0.7508933889219773
2,C7,76251.0,86298.0,30,0.8835778349440312
3,C8,179421.0,208117.0,31,0.8621160212764936
4,C9,220991.0,256226.0,32,0.8624846814921202
5,C10,230571.0,267314.0,33,0.8625474161473025
6,C11,191871.0,212148.0,34,0.9044204988969964
7,C12,128846.0,143927.0,35,0.8952177145358411
8,D1,154662.0,178821.0,36,0.8648984179710437
9,D2,127710.0,140274.0,37,0.9104324393686641
10,D3,200117.0,226133.0,38,0.8849526606023889
11,D4,44709.0,61480.0,39,0.7272121014964216
12,D5,62454.0,86320.0,40,0.7235171455050973
13,D6,230872.0,293400.0,41,0.7868847989093388
