,well_position,turbidity_600,wellplate_index
0,H3,0.0382,86
1,H4,0.0384,87
2,H5,0.0383,88
3,H6,0.0386,89
4,H7,0.0394,90
5,H8,0.044,91
6,H9,0.051,92
7,H10,0.0385,93
8,H11,0.0385,94
9,H12,0.0407,95
