,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,G1,276827.0,352053.0,72,0.7863219458433816
1,G2,212347.0,264354.0,73,0.8032675881583029
2,G3,257232.0,327919.0,74,0.7844376202659803
3,G4,215362.0,266385.0,75,0.8084614373932466
4,G5,229845.0,285568.0,76,0.8048695932317347
5,G6,238139.0,294249.0,77,0.8093111616352137
6,G7,201356.0,244939.0,78,0.8220659021225692
7,G8,22649.0,28989.0,79,0.7812963537893683
8,G9,254127.0,325908.0,80,0.7797507271990869
9,G10,89121.0,105356.0,81,0.8459034131895669
10,G11,158330.0,207848.0,82,0.7617585928178284
11,G12,250706.0,316704.0,83,0.7916098312619986
12,H1,188016.0,206872.0,84,0.9088518504195832
13,H2,191884.0,213113.0,85,0.9003861801016362
