,well_position,turbidity_600,wellplate_index
0,E11,0.0771,58
1,E12,2.4294,59
2,F1,0.369,60
3,F2,0.052,61
4,F3,0.4649,62
5,F4,0.0426,63
6,F5,0.0432,64
7,F6,0.1138,65
8,F7,0.0892,66
9,F8,0.0423,67
10,F9,0.4687,68
11,F10,0.0756,69
12,F11,0.0441,70
13,F12,0.4795,71
