,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,A1,273413.0,360046.0,0,0.7593835232164778
1,A2,190562.0,242214.0,1,0.7867505594226593
2,A3,317356.0,368539.0,2,0.8611191759895154
3,A4,283978.0,328813.0,3,0.8636459020780809
4,A5,257611.0,300360.0,4,0.8576741243840724
5,A6,241381.0,282003.0,5,0.8559518870366627
6,A7,248611.0,308830.0,6,0.8050092283780721
7,A8,261606.0,333402.0,7,0.7846563607896774
8,A9,248559.0,317188.0,8,0.7836330504306595
9,A10,255096.0,328146.0,9,0.7773856758881718
10,A11,239007.0,307716.0,10,0.776712943103381
11,A12,259043.0,297215.0,11,0.8715677203371297
12,B1,141361.0,150093.0,12,0.9418227365699933
13,B2,163681.0,179750.0,13,0.9106036161335188
14,B3,144397.0,157778.0,14,0.9151909645197683
15,B4,142796.0,161276.0,15,0.8854138247476376
16,B5,180235.0,216008.0,16,0.8343903929484093
17,B6,201181.0,249853.0,17,0.8051974561041892
18,B7,186635.0,228398.0,18,0.8171481361483025
19,B8,242415.0,275271.0,19,0.8806412589775167
20,B9,230561.0,260016.0,20,0.8867185096301766
21,B10,174760.0,191195.0,21,0.9140406391380528
22,B11,129577.0,140835.0,22,0.9200624844676394
23,B12,196486.0,242222.0,23,0.8111814781481451
24,C1,244306.0,276388.0,24,0.883924048800961
25,C2,200672.0,229513.0,25,0.8743382727775769
26,C3,203592.0,231760.0,26,0.8784604763548498
27,C4,148574.0,169400.0,27,0.877060212514758
28,C5,197494.0,247363.0,28,0.7983974967962064
29,C6,217680.0,245092.0,29,0.8881562841708419
30,C7,226269.0,258781.0,30,0.874364810399527
31,C8,76109.0,99911.0,31,0.7617679734964118
32,C9,117760.0,136178.0,32,0.864750547078089
33,C10,196426.0,240478.0,33,0.8168148437694924
34,C11,166030.0,184411.0,34,0.9003259024678572
35,C12,143312.0,155634.0,35,0.9208270686353881
36,D1,112939.0,130810.0,36,0.8633820044339118
37,D2,49378.0,67828.0,37,0.7279884413516542
38,D3,39390.0,51305.0,38,0.7677614267615243
39,D4,231249.0,292463.0,39,0.7906948913195857
40,D5,243904.0,311103.0,40,0.7839975827941228
41,D6,241566.0,309809.0,41,0.7797255728529513
42,D7,57269.0,77453.0,42,0.7394032510038346
43,D8,147555.0,221179.0,43,0.6671293386804353
