,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,B3,213931.0,249979.0,14,0.8557958868544958
1,B4,104109.0,129633.0,15,0.8031056906806138
2,B5,188462.0,231372.0,16,0.814541085351728
3,B6,158354.0,182009.0,17,0.870033899422556
4,B7,135256.0,156470.0,18,0.8644212948168978
5,B8,192662.0,237835.0,19,0.8100658019215002
6,B9,39805.0,51397.0,20,0.7744615444481195
7,B10,182174.0,222679.0,21,0.8181013925875363
8,B11,87344.0,99854.0,22,0.8747170869469425
9,B12,176401.0,223238.0,23,0.7901925299456186
10,C1,258020.0,328904.0,24,0.7844842264004086
11,C2,28534.0,35318.0,25,0.8079166430715216
12,C3,57645.0,70779.0,26,0.8144364853982113
13,C4,185052.0,206995.0,27,0.8939926085171139
