,well_position,fluorescence_334_373,fluorescence_334_384,wellplate_index,ratio
0,A1,53831.0,72520.0,0,0.7422917815774959
1,A2,34229.0,45036.0,1,0.7600364153121947
2,A3,151774.0,169879.0,2,0.8934241430665356
3,A4,86908.0,108589.0,3,0.8003388925213419
4,A5,191893.0,237541.0,4,0.8078310691627971
5,A6,180647.0,232692.0,5,0.77633524143503
6,A7,42651.0,56145.0,6,0.7596580283195298
7,A8,144888.0,181982.0,7,0.7961666538448857
8,A9,108681.0,140557.0,8,0.77321655982982
9,A10,25925.0,33355.0,9,0.7772447908859241
10,A11,213950.0,242601.0,10,0.8819007341272295
11,A12,210543.0,235858.0,11,0.8926684700116172
12,B1,36451.0,48123.0,12,0.7574548552667124
13,B2,217394.0,273835.0,13,0.7938868296601969
