,well_position,turbidity_600,wellplate_index
0,C5,0.0565,28
1,C6,0.3125,29
2,C7,0.0891,30
3,C8,0.0683,31
4,C9,0.0428,32
5,C10,0.047,33
6,C11,0.0395,34
7,C12,0.0619,35
8,D1,0.039,36
9,D2,0.0467,37
10,D3,0.0482,38
11,D4,0.5537,39
12,D5,0.347,40
13,D6,0.0398,41
