experiment_timestamp,total_trials,volumes_calibrated,mean_deviation_pct,best_deviation_pct,worst_deviation_pct,mean_cv_pct,mean_time_s,total_measurements,successful_volumes,efficiency_trials_per_volume,volume_1_ul,volume_1_deviation_pct,volume_1_trials,volume_2_ul,volume_2_deviation_pct,volume_2_trials,volume_3_ul,volume_3_deviation_pct,volume_3_trials
2025-11-21T13:33:31.230743,17,3,1.029962155012815,0.11316466161721134,1.792446917443666,1.104380457847032,20.670189922222765,35,3,5.666666666666667,50.0,1.184274885977568,11,25.0,1.792446917443666,3,10.0,0.11316466161721134,3
