,well_position,334_373,334_384
0,F10,265644.0,336766.0
1,F11,252091.0,290900.0
2,F12,30543.0,39470.0
3,G1,87699.0,110574.0
4,G2,168920.0,190540.0
5,G3,202660.0,242205.0
6,G4,198260.0,239374.0
7,G5,176556.0,205140.0
8,G6,159411.0,174575.0
9,G7,268418.0,303762.0
10,G8,192305.0,222572.0
11,G9,266516.0,334081.0
