,well_position,turbidity_600
0,E1,2.389
1,E2,2.7034
2,E3,0.0402
3,E4,0.1008
4,E5,0.04
5,E6,0.0394
6,E7,0.0387
7,E8,0.0771
8,E9,0.0384
9,E10,0.0397
10,E11,1.5519
11,E12,0.0385
