,well_position,334_373,334_384
0,B1,136112.0,156437.0
1,B2,140809.0,163737.0
2,B3,170801.0,190723.0
3,B4,175570.0,211093.0
4,B5,222189.0,269190.0
5,B6,230134.0,267773.0
6,B7,141360.0,160614.0
7,B8,149284.0,178238.0
8,B9,144227.0,163075.0
9,B10,350339.0,401001.0
10,B11,151491.0,168343.0
11,B12,27625.0,35077.0
